time	V(n004)
4.400017577847006e-004	-4.267887e-004
4.400020832198946e-004	-6.718612e-004
4.400024895424041e-004	-1.053362e-003
4.400029731859538e-004	-1.612585e-003
4.400035348462441e-004	-2.406388e-003
4.400042237341353e-004	-3.590979e-003
4.400050996460222e-004	-5.427554e-003
4.400062864520966e-004	-8.456624e-003
4.400076844908655e-004	-1.272562e-002
4.400089772499420e-004	-1.735768e-002
4.400103623927619e-004	-2.303363e-002
4.400116619914887e-004	-2.899643e-002
4.400131036522300e-004	-3.638207e-002
4.400152837667004e-004	-4.896840e-002
4.400187171070911e-004	-7.176121e-002
4.400241983168814e-004	-1.147605e-001
4.400343718044776e-004	-2.088461e-001
4.400470827765927e-004	-3.433659e-001
4.400607657359962e-004	-5.028304e-001
4.400741172183175e-004	-6.678279e-001
4.400887468178454e-004	-8.547059e-001
4.401030518742443e-004	-1.040779e+000
4.401180314839762e-004	-1.237612e+000
4.401328975516157e-004	-1.434011e+000
4.401490912022831e-004	-1.648587e+000
4.401687126771750e-004	-1.908975e+000
4.401799182190982e-004	-2.057789e+000
4.401910909008328e-004	-2.206226e+000
4.402041884272365e-004	-2.380267e+000
4.402169152461105e-004	-2.549404e+000
4.402312607481229e-004	-2.740070e+000
4.402453290278732e-004	-2.927065e+000
4.402609363543014e-004	-3.134526e+000
4.402769506229327e-004	-3.347405e+000
4.402959932556828e-004	-3.600546e+000
4.403105138883106e-004	-3.793571e+000
4.403214278503242e-004	-3.938336e+000
4.403336882994745e-004	-4.098292e+000
4.403487514036508e-004	-4.284916e+000
4.403632573762792e-004	-4.444427e+000
4.403798946363150e-004	-4.592320e+000
4.403972744473545e-004	-4.704717e+000
4.404134012889185e-004	-4.771351e+000
4.404289437572157e-004	-4.805691e+000
4.404460139969895e-004	-4.821143e+000
4.404574016108336e-004	-4.822506e+000
4.404776722243984e-004	-4.813758e+000
4.405126273587154e-004	-4.793756e+000
4.405388569278183e-004	-4.787725e+000
4.405650864969212e-004	-4.783454e+000
4.405913160660241e-004	-4.780941e+000
4.406175456351270e-004	-4.780186e+000
4.406437752042299e-004	-4.781191e+000
4.406700047733327e-004	-4.783954e+000
4.406962343424356e-004	-4.788476e+000
4.409695238682962e-004	-4.802974e+000
4.410000000000000e-004	-4.804588e+000
4.410113127984957e-004	-4.805186e+000
4.410339383954872e-004	-4.806381e+000
4.429999999999998e-004	-4.909410e+000
4.450000000000001e-004	-5.012466e+000
4.459999999999998e-004	-5.063321e+000
4.469999999999999e-004	-5.113720e+000
4.480000000000001e-004	-5.163661e+000
4.489999999999998e-004	-5.213137e+000
4.499999999999999e-004	-5.262147e+000
4.510000000000000e-004	-5.310683e+000
4.520000100000001e-004	-5.358745e+000
4.520000102103943e-004	-5.358745e+000
4.520000106311823e-004	-5.358745e+000
4.520000114727587e-004	-5.358745e+000
4.520000131559110e-004	-5.358745e+000
4.520000165222156e-004	-5.358745e+000
4.520000200000005e-004	-5.358746e+000
4.520000203132352e-004	-5.358746e+000
4.520000209397041e-004	-5.358746e+000
4.520000221926424e-004	-5.358746e+000
4.520000246985186e-004	-5.358746e+000
4.520000297102713e-004	-5.358746e+000
4.520000397337767e-004	-5.358747e+000
4.520000508479497e-004	-5.358747e+000
4.520000688122113e-004	-5.358748e+000
4.520000973121268e-004	-5.358749e+000
4.520001105751043e-004	-5.358750e+000
4.520001223199508e-004	-5.358750e+000
4.520001349643029e-004	-5.358751e+000
4.520001481795781e-004	-5.358752e+000
4.520001746101286e-004	-5.358753e+000
4.520002274712295e-004	-5.358756e+000
4.520002998153632e-004	-5.358759e+000
4.520003803356195e-004	-5.358764e+000
4.520004673271550e-004	-5.358770e+000
4.520005766144074e-004	-5.358779e+000
4.520007197644791e-004	-5.358797e+000
4.520009884267789e-004	-5.358842e+000
4.520012229931804e-004	-5.358898e+000
4.520014144802215e-004	-5.358958e+000
4.520015447333913e-004	-5.359008e+000
4.520017028126705e-004	-5.359079e+000
4.520018011013711e-004	-5.359128e+000
4.520018612072197e-004	-5.359160e+000
4.520018996161395e-004	-5.359182e+000
4.520019438143978e-004	-5.359208e+000
4.520020322109145e-004	-5.359263e+000
4.520022090039478e-004	-5.359387e+000
4.520025620459419e-004	-5.359676e+000
4.520030071552463e-004	-5.360110e+000
4.520034435682415e-004	-5.360614e+000
4.520038781742099e-004	-5.361199e+000
4.520043867122085e-004	-5.361985e+000
4.520050351059196e-004	-5.363130e+000
4.520058083047618e-004	-5.364703e+000
4.520071179188404e-004	-5.367829e+000
4.520097371469981e-004	-5.375012e+000
4.520149756033131e-004	-5.389965e+000
4.520191238745115e-004	-5.400348e+000
4.520224747771614e-004	-5.405956e+000
4.520256512226691e-004	-5.407704e+000
4.520288657942542e-004	-5.405443e+000
4.520320897722255e-004	-5.398537e+000
4.520365906942512e-004	-5.381929e+000
4.520414764017902e-004	-5.355156e+000
4.520505986073641e-004	-5.287172e+000
4.520627282368428e-004	-5.174705e+000
4.520758675673757e-004	-5.032551e+000
4.520910374198662e-004	-4.852333e+000
4.521052703985555e-004	-4.674225e+000
4.521206739884934e-004	-4.475866e+000
4.521362152402268e-004	-4.272772e+000
4.521556040974865e-004	-4.017538e+000
4.521657787749946e-004	-3.883177e+000
4.521757751938470e-004	-3.750992e+000
4.521866344319781e-004	-3.607361e+000
4.521980366346753e-004	-3.456563e+000
4.522099083530801e-004	-3.299609e+000
4.522224309625863e-004	-3.134136e+000
4.522353191736645e-004	-2.963944e+000
4.522486299038523e-004	-2.788303e+000
4.522621639919296e-004	-2.609861e+000
4.522759392443670e-004	-2.428401e+000
4.522925493034360e-004	-2.209800e+000
4.523057970936208e-004	-2.035612e+000
4.523203850400398e-004	-1.844000e+000
4.523386956989681e-004	-1.603736e+000
4.523554313571087e-004	-1.384387e+000
4.523753319728980e-004	-1.124499e+000
4.523952973735966e-004	-8.692772e-001
4.524165033846003e-004	-6.182716e-001
4.524393440008953e-004	-3.873196e-001
4.524560262943334e-004	-2.562174e-001
4.524710755517396e-004	-1.729031e-001
4.524891189927873e-004	-1.067747e-001
4.525046106518132e-004	-7.161731e-002
4.525172254627734e-004	-5.547034e-002
4.525297649931692e-004	-4.668308e-002
4.525392664665941e-004	-4.305945e-002
4.525465514147141e-004	-4.158979e-002
4.525528560967193e-004	-4.088579e-002
4.525638175593271e-004	-4.031375e-002
4.525759892148292e-004	-3.995754e-002
4.525893449762674e-004	-3.932026e-002
4.525974059409786e-004	-3.866696e-002
4.526070575447887e-004	-3.758555e-002
4.526191471574503e-004	-3.580396e-002
4.526341105608057e-004	-3.308155e-002
4.526543545866819e-004	-2.890318e-002
4.526794640988029e-004	-2.356791e-002
4.527005039909947e-004	-1.938221e-002
4.527218987181816e-004	-1.571555e-002
4.527461850639880e-004	-1.233893e-002
4.527714033648453e-004	-9.651738e-003
4.528027292906400e-004	-7.200189e-003
4.528342085464159e-004	-5.409820e-003
4.528650952740957e-004	-4.131283e-003
4.528986592518824e-004	-3.096015e-003
4.529343560952586e-004	-2.270645e-003
4.529732098591394e-004	-1.595030e-003
4.529999999999998e-004	-1.224979e-003
4.530037600580365e-004	-1.185147e-003
4.530112801741093e-004	-1.109280e-003
4.530263204062554e-004	-9.743128e-004
4.530564008705476e-004	-7.548413e-004
4.531030200704534e-004	-4.996831e-004
4.531456252604206e-004	-3.393730e-004
4.532006125711882e-004	-2.072428e-004
4.532597099035727e-004	-1.205566e-004
4.533397091351621e-004	-5.623321e-005
4.534291171019965e-004	-2.095199e-005
4.536945789956654e-004	5.927718e-006
4.539112047930484e-004	8.698798e-006
4.540000000000000e-004	8.939139e-006
4.540936053792932e-004	8.948672e-006
4.560353351617608e-004	8.990597e-006
4.580000000000001e-004	9.026391e-006
4.584285714285715e-004	9.034244e-006
4.588571428571429e-004	9.042110e-006
4.592857142857143e-004	9.049989e-006
4.597142857142858e-004	9.057883e-006
4.601428571428572e-004	9.065790e-006
4.605714285714286e-004	9.073710e-006
4.610000000000000e-004	9.081645e-006
4.614285714285715e-004	9.089601e-006
4.618571428571429e-004	9.097571e-006
4.622857142857143e-004	9.105556e-006
4.627142857142858e-004	9.113555e-006
4.631428571428572e-004	9.121568e-006
4.635714285714286e-004	9.129595e-006
4.640000000000000e-004	9.137636e-006
4.660607053456646e-004	9.176542e-006
4.680777028424512e-004	9.214972e-006
4.685065406807682e-004	9.223185e-006
4.689353785190851e-004	9.231415e-006
4.693642163574021e-004	9.239662e-006
4.697930541957190e-004	9.247926e-006
4.702218920340359e-004	9.256207e-006
4.706507298723529e-004	9.264504e-006
4.710795677106698e-004	9.272819e-006
4.715071008884509e-004	9.281120e-006
4.719346340662320e-004	9.289437e-006
4.723621672440131e-004	9.297772e-006
4.727897004217942e-004	9.306123e-006
4.732172335995752e-004	9.314491e-006
4.736447667773564e-004	9.322876e-006
4.740722999551374e-004	9.331277e-006
4.745011192692693e-004	9.339717e-006
4.749299385834012e-004	9.348174e-006
4.753587578975331e-004	9.356647e-006
4.757875772116650e-004	9.365137e-006
4.762163965257969e-004	9.373644e-006
4.766452158399288e-004	9.382167e-006
4.770740351540607e-004	9.390707e-006
4.773897865594225e-004	9.397004e-006
4.777055379647841e-004	9.403310e-006
4.780212893701459e-004	9.409625e-006
4.783370407755076e-004	9.415950e-006
4.786527921808693e-004	9.422283e-006
4.789685435862310e-004	9.428625e-006
4.792842949915928e-004	9.434977e-006
4.800000000000000e-004	9.449401e-006
4.800000005184199e-004	9.449401e-006
4.800000015552594e-004	9.449401e-006
4.800000036289387e-004	9.449401e-006
4.800000077762969e-004	9.449401e-006
4.800000100000004e-004	9.449401e-006
4.800000101343946e-004	9.449401e-006
4.800000104031826e-004	9.449401e-006
4.800000109407587e-004	9.449401e-006
4.800000120159108e-004	9.449401e-006
4.800000141662150e-004	9.449401e-006
4.800000184668240e-004	9.449401e-006
4.800000270680413e-004	9.449403e-006
4.800000405437432e-004	9.449419e-006
4.800000559006977e-004	9.449486e-006
4.800000724955716e-004	9.449703e-006
4.800000910425936e-004	9.450211e-006
4.800001011974137e-004	9.450702e-006
4.800001108972432e-004	9.451415e-006
4.800001189255131e-004	9.452224e-006
4.800001272761197e-004	9.453324e-006
4.800001349147122e-004	9.454613e-006
4.800001438634172e-004	9.456661e-006
4.800001617608269e-004	9.462331e-006
4.800001793154895e-004	9.469994e-006
4.800001952288699e-004	9.479299e-006
4.800002105724926e-004	9.490567e-006
4.800002256838201e-004	9.503633e-006
4.800002392579576e-004	9.516622e-006
4.800002546681394e-004	9.531715e-006
4.800002708289200e-004	9.545233e-006
4.800002940533511e-004	9.548046e-006
4.800003336639931e-004	9.479048e-006
4.800003735361963e-004	9.212702e-006
4.800004308216960e-004	8.261487e-006
4.800004919078434e-004	6.383776e-006
4.800005312823150e-004	4.484339e-006
4.800005646759214e-004	2.256523e-006
4.800005994615737e-004	-8.297591e-007
4.800006690328777e-004	-9.125562e-006
4.800007677629391e-004	-2.542547e-005
4.800009176173766e-004	-5.961890e-005
4.800010858819963e-004	-1.117997e-004
4.800013032740073e-004	-2.007805e-004
4.800015393101242e-004	-3.244434e-004
4.800018147077139e-004	-5.061147e-004
4.800021569161431e-004	-7.860621e-004
4.800025653444533e-004	-1.198957e-003
4.800030956448030e-004	-1.858598e-003
4.800037235205066e-004	-2.813801e-003
4.800044742618824e-004	-4.208310e-003
4.800054433529459e-004	-6.414663e-003
4.800068063280823e-004	-1.016555e-002
4.800080841720175e-004	-1.435575e-002
4.800095314429031e-004	-1.991417e-002
4.800111039890242e-004	-2.683795e-002
4.800128233582975e-004	-3.538873e-002
4.800145670754378e-004	-4.504296e-002
4.800163707238624e-004	-5.612433e-002
4.800191062125049e-004	-7.495579e-002
4.800237316287858e-004	-1.114315e-001
4.800320814508717e-004	-1.880743e-001
4.800452767307006e-004	-3.265142e-001
4.800583751278379e-004	-4.783650e-001
4.800719342695592e-004	-6.460911e-001
4.800856587538699e-004	-8.220455e-001
4.801001829734140e-004	-1.012040e+000
4.801146160034703e-004	-1.202961e+000
4.801296181542558e-004	-1.402642e+000
4.801450654157041e-004	-1.608935e+000
4.801628674520444e-004	-1.847085e+000
4.801735598730177e-004	-1.990248e+000
4.801846074486017e-004	-2.138235e+000
4.801973097483614e-004	-2.308425e+000
4.802097786005062e-004	-2.475514e+000
4.802232929304205e-004	-2.656633e+000
4.802369020241106e-004	-2.839036e+000
4.802515686049662e-004	-3.035622e+000
4.802665895702512e-004	-3.236967e+000
4.802831537408822e-004	-3.459004e+000
4.803021103041423e-004	-3.713116e+000
4.803135637533535e-004	-3.866650e+000
4.803247448736223e-004	-4.016535e+000
4.803379882297575e-004	-4.194066e+000
4.803530857090542e-004	-4.396451e+000
4.803682455320844e-004	-4.599672e+000
4.804036225463607e-004	-5.073911e+000
4.804266285963212e-004	-5.381518e+000
4.804574078462855e-004	-5.787530e+000
4.804760007454212e-004	-6.015428e+000
4.805003697179963e-004	-6.269492e+000
4.805169506648310e-004	-6.402053e+000
4.805300311231785e-004	-6.472567e+000
4.805619101075497e-004	-6.551818e+000
4.805836672158734e-004	-6.561785e+000
4.806028134874420e-004	-6.554687e+000
4.806534601677430e-004	-6.538033e+000
4.807041068480441e-004	-6.525614e+000
4.807547535283451e-004	-6.517431e+000
4.808054002086461e-004	-6.513483e+000
4.808560468889471e-004	-6.513770e+000
4.809066935692482e-004	-6.518293e+000
4.809573402495492e-004	-6.527051e+000
4.809945554797028e-004	-6.528229e+000
4.810000000000001e-004	-6.528405e+000
4.810057749557116e-004	-6.528593e+000
4.810173248671348e-004	-6.528968e+000
4.819046370613802e-004	-6.557463e+000
4.819999999999998e-004	-6.560502e+000
4.821966160110719e-004	-6.566735e+000
4.824774467907099e-004	-6.575608e+000
4.827582775703480e-004	-6.584435e+000
4.830391083499860e-004	-6.593216e+000
4.833199391296241e-004	-6.601951e+000
4.836007699092621e-004	-6.610640e+000
4.838816006889002e-004	-6.619283e+000
4.841624314685382e-004	-6.627880e+000
4.845915598050017e-004	-6.640924e+000
4.850206881414652e-004	-6.653860e+000
4.854498164779287e-004	-6.666689e+000
4.858789448143922e-004	-6.679409e+000
4.863080731508557e-004	-6.692021e+000
4.867372014873192e-004	-6.704526e+000
4.871663298237827e-004	-6.716922e+000
4.875954715260357e-004	-6.729205e+000
4.880246132282887e-004	-6.741379e+000
4.884537549305417e-004	-6.753443e+000
4.888828966327947e-004	-6.765398e+000
4.893120383350477e-004	-6.777244e+000
4.897411800373006e-004	-6.788980e+000
4.901703217395537e-004	-6.800608e+000
4.920000099999998e-004	-6.848931e+000
4.920000102103940e-004	-6.848931e+000
4.920000106311820e-004	-6.848931e+000
4.920000114727583e-004	-6.848931e+000
4.920000131559106e-004	-6.848931e+000
4.920000165222153e-004	-6.848931e+000
4.920000200000002e-004	-6.848931e+000
4.920000203132336e-004	-6.848931e+000
4.920000209397003e-004	-6.848931e+000
4.920000221926338e-004	-6.848931e+000
4.920000246985009e-004	-6.848931e+000
4.920000297102350e-004	-6.848931e+000
4.920000397337031e-004	-6.848932e+000
4.920000472286839e-004	-6.848932e+000
4.920000531071062e-004	-6.848932e+000
4.920000583524659e-004	-6.848932e+000
4.920000639106405e-004	-6.848932e+000
4.920000718591478e-004	-6.848932e+000
4.920000877561624e-004	-6.848933e+000
4.920001171235832e-004	-6.848934e+000
4.920001758584249e-004	-6.848935e+000
4.920002315147664e-004	-6.848937e+000
4.920003118738530e-004	-6.848939e+000
4.920004083096897e-004	-6.848943e+000
4.920005175187317e-004	-6.848948e+000
4.920006684652543e-004	-6.848959e+000
4.920008597930708e-004	-6.848979e+000
4.920011123713953e-004	-6.849018e+000
4.920013065402885e-004	-6.849060e+000
4.920014759618404e-004	-6.849107e+000
4.920016613159106e-004	-6.849172e+000
4.920018555343666e-004	-6.849252e+000
4.920020017393132e-004	-6.849321e+000
4.920021252157202e-004	-6.849388e+000
4.920022828331394e-004	-6.849479e+000
4.920023457365263e-004	-6.849519e+000
4.920024445915160e-004	-6.849586e+000
4.920026423014950e-004	-6.849733e+000
4.920030377214531e-004	-6.850071e+000
4.920034862108762e-004	-6.850517e+000
4.920039835345003e-004	-6.851091e+000
4.920045154525854e-004	-6.851795e+000
4.920051843246161e-004	-6.852796e+000
4.920059503015651e-004	-6.854089e+000
4.920073471443116e-004	-6.856725e+000
4.920101408298046e-004	-6.862229e+000
4.920134389570434e-004	-6.868141e+000
4.920163264635069e-004	-6.871789e+000
4.920190289932160e-004	-6.872915e+000
4.920217626762724e-004	-6.871244e+000
4.920244132351859e-004	-6.866406e+000
4.920280003585459e-004	-6.855123e+000
4.920317994708441e-004	-6.837306e+000
4.920387127951590e-004	-6.792095e+000
4.920495890693472e-004	-6.700660e+000
4.920615989739714e-004	-6.578889e+000
4.920764008252963e-004	-6.409307e+000
4.920900305771078e-004	-6.241798e+000
4.921050736127475e-004	-6.049365e+000
4.921194480434930e-004	-5.861642e+000
4.921357971188014e-004	-5.645701e+000
4.921543375570542e-004	-5.399512e+000
4.921645068609189e-004	-5.264166e+000
4.921747759582640e-004	-5.127375e+000
4.921858728267354e-004	-4.979550e+000
4.921975363729571e-004	-4.824212e+000
4.922096486575656e-004	-4.662968e+000
4.922224445019431e-004	-4.492727e+000
4.922356351448830e-004	-4.317358e+000
4.922493609593329e-004	-4.135021e+000
4.922634986248204e-004	-3.947375e+000
4.922783954312499e-004	-3.749846e+000
4.922971013142622e-004	-3.502054e+000
4.923104682961112e-004	-3.325158e+000
4.923237613147697e-004	-3.149418e+000
4.923401631208154e-004	-2.932785e+000
4.923554644523432e-004	-2.730896e+000
4.923737642630217e-004	-2.489716e+000
4.923926754470515e-004	-2.240795e+000
4.924176091855273e-004	-1.913107e+000
4.924498771242602e-004	-1.489819e+000
4.924872644581266e-004	-1.002499e+000
4.925121536265794e-004	-6.891844e-001
4.925335818911155e-004	-4.476814e-001
4.925556111438877e-004	-2.452344e-001
4.925708529014698e-004	-1.420883e-001
4.925855228207991e-004	-7.516362e-002
4.925991493026772e-004	-3.414774e-002
4.926079016498732e-004	-1.722010e-002
4.926146914375428e-004	-8.796562e-003
4.926205339531361e-004	-3.960951e-003
4.926255799314345e-004	-1.242032e-003
4.926306772357297e-004	3.914058e-004
4.926357037295498e-004	1.115456e-003
4.926417169047381e-004	1.110711e-003
4.926474299206188e-004	4.588687e-004
4.926530824846198e-004	-6.611274e-004
4.926579951533977e-004	-1.906258e-003
4.926634962699830e-004	-3.485539e-003
4.926769289087104e-004	-7.516333e-003
4.926866768858750e-004	-1.017133e-002
4.926984797329623e-004	-1.282758e-002
4.927095038892867e-004	-1.461901e-002
4.927211592855698e-004	-1.574197e-002
4.927319024003616e-004	-1.614138e-002
4.927420465107159e-004	-1.598996e-002
4.927556442037946e-004	-1.519859e-002
4.927740866679524e-004	-1.355807e-002
4.927909662144937e-004	-1.177691e-002
4.928076599246137e-004	-9.981127e-003
4.928265546935207e-004	-8.120427e-003
4.928447478233819e-004	-6.602364e-003
4.928651994271210e-004	-5.244424e-003
4.928868106110376e-004	-4.152698e-003
4.929096827878689e-004	-3.288858e-003
4.929275533787267e-004	-2.776016e-003
4.929450906780652e-004	-2.381313e-003
4.929645649846526e-004	-2.023145e-003
4.929869534687505e-004	-1.675257e-003
4.930000000000000e-004	-1.495318e-003
4.930026283885940e-004	-1.463284e-003
4.930078851657816e-004	-1.401001e-003
4.930394258289084e-004	-1.082368e-003
4.930814800464109e-004	-7.636095e-004
4.931383307837200e-004	-4.604732e-004
4.931969214974547e-004	-2.674917e-004
4.932656269908209e-004	-1.414435e-004
4.933433466764079e-004	-6.697147e-005
4.934427148040876e-004	-2.250554e-005
4.937287102789499e-004	7.710383e-006
4.942284516296876e-004	9.075208e-006
4.947281929804252e-004	1.012373e-005
4.952279343311629e-004	1.085595e-005
4.957276756819006e-004	1.127187e-005
4.962274170326383e-004	1.137148e-005
4.967271583833758e-004	1.115479e-005
4.972268997341135e-004	1.062180e-005
4.976617811362432e-004	1.062823e-005
4.980966625383730e-004	1.063468e-005
4.985315439405026e-004	1.064114e-005
4.989664253426324e-004	1.064761e-005
4.994013067447621e-004	1.065411e-005
4.998361881468919e-004	1.066061e-005
5.002710695490215e-004	1.066714e-005
5.009466310420184e-004	1.067730e-005
5.016221925350154e-004	1.068749e-005
5.022977540280122e-004	1.069773e-005
5.029733155210092e-004	1.070800e-005
5.036488770140060e-004	1.071830e-005
5.043244385070030e-004	1.072865e-005
5.049999999999998e-004	1.073902e-005
5.060799999999998e-004	1.075569e-005
5.071599999999998e-004	1.077245e-005
5.082399999999998e-004	1.078930e-005
5.093199999999996e-004	1.080625e-005
5.103999999999996e-004	1.082328e-005
5.114799999999996e-004	1.084040e-005
5.125599999999996e-004	1.085762e-005
5.133314285714125e-004	1.086996e-005
5.141028571428255e-004	1.088236e-005
5.148742857142384e-004	1.089480e-005
5.156457142856515e-004	1.090728e-005
5.164171428570644e-004	1.091980e-005
5.171885714284774e-004	1.093237e-005
5.179599999998903e-004	1.094498e-005
5.200000000000001e-004	1.097854e-005
5.200000010000001e-004	1.097854e-005
5.200000030000001e-004	1.097854e-005
5.200000070000000e-004	1.097854e-005
5.200000100000000e-004	1.097854e-005
5.200000101686728e-004	1.097854e-005
5.200000105060180e-004	1.097854e-005
5.200000111807088e-004	1.097854e-005
5.200000125300903e-004	1.097854e-005
5.200000152288530e-004	1.097854e-005
5.200000206263787e-004	1.097854e-005
5.200000314214298e-004	1.097855e-005
5.200000473854225e-004	1.097858e-005
5.200000624943743e-004	1.097866e-005
5.200000729259392e-004	1.097880e-005
5.200000869653378e-004	1.097915e-005
5.200000976303266e-004	1.097960e-005
5.200001093203744e-004	1.098037e-005
5.200001185319473e-004	1.098128e-005
5.200001312280090e-004	1.098302e-005
5.200001407328100e-004	1.098478e-005
5.200001509689540e-004	1.098733e-005
5.200001663615990e-004	1.099238e-005
5.200001818883976e-004	1.099889e-005
5.200001964182251e-004	1.100633e-005
5.200002092746190e-004	1.101385e-005
5.200002225284406e-004	1.102207e-005
5.200002355864593e-004	1.102981e-005
5.200002514976878e-004	1.103636e-005
5.200002744177460e-004	1.103153e-005
5.200003076146170e-004	1.096073e-005
5.200003543814184e-004	1.065699e-005
5.200004017056623e-004	9.948756e-006
5.200004520261835e-004	8.571014e-006
5.200004909695524e-004	6.880482e-006
5.200005316332653e-004	4.392295e-006
5.200005660803762e-004	1.688363e-006
5.200005945975774e-004	-1.034745e-006
5.200006241420025e-004	-4.438221e-006
5.200006832308530e-004	-1.305446e-005
5.200008014085542e-004	-3.583517e-005
5.200009561250694e-004	-7.574071e-005
5.200011272148775e-004	-1.341961e-004
5.200013320895112e-004	-2.245857e-004
5.200015764686952e-004	-3.612116e-004
5.200018801013923e-004	-5.731486e-004
5.200022247695358e-004	-8.709513e-004
5.200026570027047e-004	-1.331250e-003
5.200032002428859e-004	-2.041693e-003
5.200038751527860e-004	-3.122046e-003
5.200046798124526e-004	-4.700088e-003
5.200057587252125e-004	-7.276839e-003
5.200069959391618e-004	-1.081888e-002
5.200082530730011e-004	-1.507900e-002
5.200097529661730e-004	-2.099474e-002
5.200114016396108e-004	-2.844597e-002
5.200131997582808e-004	-3.764110e-002
5.200150739834110e-004	-4.831289e-002
5.200168764747581e-004	-5.964632e-002
5.200192947252104e-004	-7.655197e-002
5.200236307962968e-004	-1.108982e-001
5.200312725033951e-004	-1.809783e-001
5.200447916555058e-004	-3.226067e-001
5.200577102200212e-004	-4.723188e-001
5.200714621830956e-004	-6.427682e-001
5.200848764174634e-004	-8.152135e-001
5.200995836606298e-004	-1.008240e+000
5.201137831730338e-004	-1.196737e+000
5.201288817659549e-004	-1.398456e+000
5.201440900902215e-004	-1.602336e+000
5.201616674755387e-004	-1.838398e+000
5.201729988007550e-004	-1.990712e+000
5.201841351296847e-004	-2.140477e+000
5.201965455135082e-004	-2.307414e+000
5.202087711591277e-004	-2.471892e+000
5.202218894089731e-004	-2.648398e+000
5.202352187862547e-004	-2.827757e+000
5.202494169181285e-004	-3.018817e+000
5.202639274579472e-004	-3.214089e+000
5.202795313384522e-004	-3.424080e+000
5.202966141625602e-004	-3.653978e+000
5.203114586881997e-004	-3.853755e+000
5.203235697397420e-004	-4.016747e+000
5.203365570247164e-004	-4.191532e+000
5.203518811817986e-004	-4.397766e+000
5.203667721739294e-004	-4.598171e+000
5.204019063148255e-004	-5.071009e+000
5.204247440313017e-004	-5.378360e+000
5.204542025233055e-004	-5.774813e+000
5.204857131601683e-004	-6.197795e+000
5.205173669716617e-004	-6.615915e+000
5.205374895068450e-004	-6.859015e+000
5.205649977551062e-004	-7.135598e+000
5.205800148068516e-004	-7.247880e+000
5.206080535800021e-004	-7.353677e+000
5.206504997766290e-004	-7.380589e+000
5.206982320265268e-004	-7.360555e+000
5.207459642764246e-004	-7.345141e+000
5.207936965263224e-004	-7.334348e+000
5.208414287762202e-004	-7.328177e+000
5.208891610261180e-004	-7.326627e+000
5.209368932760158e-004	-7.329698e+000
5.209846255259136e-004	-7.337390e+000
5.209999999999998e-004	-7.337475e+000
5.210035470612521e-004	-7.337498e+000
5.210106411837568e-004	-7.337544e+000
5.211519781575058e-004	-7.338607e+000
5.212933151312549e-004	-7.339661e+000
5.214346521050039e-004	-7.340704e+000
5.215759890787529e-004	-7.341737e+000
5.217173260525018e-004	-7.342760e+000
5.218586630262509e-004	-7.343773e+000
5.219999999999999e-004	-7.344775e+000
5.221418288429078e-004	-7.345759e+000
5.235501404367781e-004	-7.354847e+000
5.249584520306483e-004	-7.362652e+000
5.263667636245187e-004	-7.369175e+000
5.277750752183890e-004	-7.374416e+000
5.291833868122593e-004	-7.378375e+000
5.305916984061296e-004	-7.381051e+000
5.320000099999999e-004	-7.382446e+000
5.320000102103941e-004	-7.382446e+000
5.320000106311821e-004	-7.382446e+000
5.320000114727584e-004	-7.382446e+000
5.320000131559107e-004	-7.382446e+000
5.320000165222154e-004	-7.382446e+000
5.320000200000003e-004	-7.382446e+000
5.320000203132272e-004	-7.382446e+000
5.320000209396809e-004	-7.382446e+000
5.320000221925884e-004	-7.382446e+000
5.320000246984034e-004	-7.382446e+000
5.320000297100330e-004	-7.382446e+000
5.320000346283162e-004	-7.382446e+000
5.320000389799516e-004	-7.382446e+000
5.320000434725293e-004	-7.382446e+000
5.320000476971214e-004	-7.382446e+000
5.320000549116672e-004	-7.382446e+000
5.320000693407583e-004	-7.382446e+000
5.320000959027245e-004	-7.382446e+000
5.320001412272651e-004	-7.382446e+000
5.320001891968942e-004	-7.382446e+000
5.320002695199354e-004	-7.382446e+000
5.320003738066535e-004	-7.382447e+000
5.320004870148489e-004	-7.382449e+000
5.320006434041302e-004	-7.382455e+000
5.320008372213824e-004	-7.382469e+000
5.320011189372483e-004	-7.382502e+000
5.320013226577957e-004	-7.382538e+000
5.320014957946257e-004	-7.382579e+000
5.320016864833136e-004	-7.382638e+000
5.320019018160344e-004	-7.382718e+000
5.320020539790475e-004	-7.382785e+000
5.320022352182526e-004	-7.382876e+000
5.320024125150835e-004	-7.382975e+000
5.320025074868786e-004	-7.383033e+000
5.320026256462000e-004	-7.383110e+000
5.320027585913804e-004	-7.383204e+000
5.320030244817418e-004	-7.383416e+000
5.320035011695608e-004	-7.383849e+000
5.320040030857361e-004	-7.384376e+000
5.320045998143783e-004	-7.385094e+000
5.320052350714162e-004	-7.385955e+000
5.320060195565242e-004	-7.387143e+000
5.320074051570786e-004	-7.389421e+000
5.320101763581870e-004	-7.393974e+000
5.320129466526288e-004	-7.397811e+000
5.320155815339719e-004	-7.399951e+000
5.320181181606158e-004	-7.399882e+000
5.320206794923333e-004	-7.397155e+000
5.320235529065812e-004	-7.390660e+000
5.320269442748216e-004	-7.378505e+000
5.320311643060333e-004	-7.356495e+000
5.320396043684565e-004	-7.296803e+000
