time	V(vin)	V(vout)	V(n004)
2.400003019716840e-004	-3.187131e+000	1.055612e-001	1.001320e-005
2.400003114508410e-004	-3.187131e+000	1.055613e-001	1.016732e-005
2.400003304091551e-004	-3.187132e+000	1.055616e-001	1.052633e-005
2.400003501412144e-004	-3.187133e+000	1.055619e-001	1.096914e-005
2.400003706658212e-004	-3.187133e+000	1.055621e-001	1.153085e-005
2.400003990942379e-004	-3.187135e+000	1.055625e-001	1.248403e-005
2.400004292644579e-004	-3.187135e+000	1.055629e-001	1.379512e-005
2.400004896048985e-004	-3.187138e+000	1.055638e-001	1.736027e-005
2.400005674259294e-004	-3.187140e+000	1.055649e-001	2.363307e-005
2.400006466428879e-004	-3.187143e+000	1.055659e-001	3.208026e-005
2.400007131243076e-004	-3.187146e+000	1.055669e-001	4.104336e-005
2.400007889125401e-004	-3.187149e+000	1.055679e-001	5.334309e-005
2.400008611940525e-004	-3.187151e+000	1.055689e-001	6.704855e-005
2.400009510164546e-004	-3.187155e+000	1.055701e-001	8.660573e-005
2.400010458097606e-004	-3.187158e+000	1.055714e-001	1.099071e-004
2.400011499380903e-004	-3.187162e+000	1.055729e-001	1.384158e-004
2.400012546222678e-004	-3.187165e+000	1.055743e-001	1.698900e-004
2.400013681412611e-004	-3.187170e+000	1.055759e-001	2.068996e-004
2.400014737687401e-004	-3.187173e+000	1.055773e-001	2.440671e-004
2.400016151635010e-004	-3.187179e+000	1.055793e-001	2.985021e-004
2.400018559154831e-004	-3.187187e+000	1.055826e-001	4.025790e-004
2.400021660003628e-004	-3.187199e+000	1.055869e-001	5.586777e-004
2.400025087439793e-004	-3.187211e+000	1.055916e-001	7.693338e-004
2.400029410015957e-004	-3.187227e+000	1.055976e-001	1.106766e-003
2.400034928102405e-004	-3.187247e+000	1.056052e-001	1.661401e-003
2.400041395426060e-004	-3.187270e+000	1.056141e-001	2.499163e-003
2.400049802249258e-004	-3.187301e+000	1.056257e-001	3.896554e-003
2.400061179291483e-004	-3.187342e+000	1.056414e-001	6.288468e-003
2.400074417750102e-004	-3.187390e+000	1.056596e-001	9.732180e-003
2.400088051870827e-004	-3.187440e+000	1.056784e-001	1.404337e-002
2.400105022731906e-004	-3.187501e+000	1.057018e-001	2.042402e-002
2.400123599265135e-004	-3.187569e+000	1.057274e-001	2.866898e-002
2.400151051996625e-004	-3.187668e+000	1.057652e-001	4.299610e-002
2.400184284479783e-004	-3.187789e+000	1.058111e-001	6.328589e-002
2.400227860570713e-004	-3.187947e+000	1.058711e-001	9.438738e-002
2.400289738684965e-004	-3.188172e+000	1.059564e-001	1.457750e-001
2.400384507452238e-004	-3.188516e+000	1.060871e-001	2.367172e-001
2.400537038419730e-004	-3.189070e+000	1.062973e-001	4.011922e-001
2.400690418704935e-004	-3.189626e+000	1.065087e-001	5.804806e-001
2.400841694274406e-004	-3.190175e+000	1.067172e-001	7.663476e-001
2.401004748047325e-004	-3.190767e+000	1.069420e-001	9.717441e-001
2.401155691158330e-004	-3.191314e+000	1.071500e-001	1.164242e+000
2.401314033148323e-004	-3.191889e+000	1.073683e-001	1.367399e+000
2.401476925368235e-004	-3.192480e+000	1.075928e-001	1.576926e+000
2.401648514697629e-004	-3.193102e+000	1.078293e-001	1.797830e+000
2.401752687254052e-004	-3.193480e+000	1.079729e-001	1.931943e+000
2.401864211976149e-004	-3.193884e+000	1.081266e-001	2.075468e+000
2.401988362370077e-004	-3.194334e+000	1.082978e-001	2.235158e+000
2.402112887286791e-004	-3.194785e+000	1.084694e-001	2.395224e+000
2.402250904677077e-004	-3.195286e+000	1.086596e-001	2.572499e+000
2.402386022053015e-004	-3.195776e+000	1.088459e-001	2.745903e+000
2.402536807988628e-004	-3.196322e+000	1.090537e-001	2.939242e+000
2.402683627451691e-004	-3.196854e+000	1.092560e-001	3.127312e+000
2.402857511183145e-004	-3.197484e+000	1.094957e-001	3.349814e+000
2.403042174504814e-004	-3.198153e+000	1.097502e-001	3.585874e+000
2.403148541301040e-004	-3.198538e+000	1.098968e-001	3.721632e+000
2.403248624632060e-004	-3.198901e+000	1.100348e-001	3.848104e+000
2.403394489504098e-004	-3.199429e+000	1.102358e-001	4.026239e+000
2.403538578403270e-004	-3.199951e+000	1.104344e-001	4.188450e+000
2.403677664255212e-004	-3.200454e+000	1.106261e-001	4.321746e+000
2.403851041658570e-004	-3.201082e+000	1.108650e-001	4.451269e+000
2.404010296768967e-004	-3.201658e+000	1.110845e-001	4.534378e+000
2.404178345303261e-004	-3.202267e+000	1.113161e-001	4.587316e+000
2.404336938770747e-004	-3.202841e+000	1.115347e-001	4.611319e+000
2.404546679624052e-004	-3.203599e+000	1.118237e-001	4.620365e+000
2.404643219191299e-004	-3.203949e+000	1.119568e-001	4.618726e+000
2.404744116531465e-004	-3.204314e+000	1.120958e-001	4.613714e+000
2.404858320094088e-004	-3.204727e+000	1.122532e-001	4.606966e+000
2.404978664559466e-004	-3.205162e+000	1.124191e-001	4.599679e+000
2.405106397394899e-004	-3.205624e+000	1.125951e-001	4.592542e+000
2.405240024729786e-004	-3.206107e+000	1.127793e-001	4.586253e+000
2.405381313414527e-004	-3.206618e+000	1.129740e-001	4.581127e+000
2.405529385149626e-004	-3.207154e+000	1.131780e-001	4.577378e+000
2.405689861820519e-004	-3.207734e+000	1.133992e-001	4.574901e+000
2.405872252808513e-004	-3.208393e+000	1.136505e-001	4.573444e+000
2.406003407204407e-004	-3.208867e+000	1.138313e-001	4.573034e+000
2.406113614266117e-004	-3.209265e+000	1.139832e-001	4.573000e+000
2.406236149915639e-004	-3.209708e+000	1.141520e-001	4.573118e+000
2.406375665670109e-004	-3.210212e+000	1.143443e-001	4.573316e+000
2.406513708494945e-004	-3.210711e+000	1.145345e-001	4.573501e+000
2.406669364561154e-004	-3.211273e+000	1.147490e-001	4.573638e+000
2.406832431290674e-004	-3.211862e+000	1.149737e-001	4.573671e+000
2.407033094929782e-004	-3.212587e+000	1.152502e-001	4.573562e+000
2.407268828682032e-004	-3.213438e+000	1.155751e-001	4.573271e+000
2.407649966641701e-004	-3.214813e+000	1.161003e-001	4.572621e+000
2.407951398715916e-004	-3.215901e+000	1.165156e-001	4.572050e+000
2.408313309059866e-004	-3.217207e+000	1.170143e-001	4.571362e+000
2.408712164028979e-004	-3.218646e+000	1.175639e-001	4.570634e+000
2.409284696308326e-004	-3.220710e+000	1.183527e-001	4.569619e+000
2.409999999999999e-004	-3.223287e+000	1.193383e-001	4.568362e+000
2.410114506455870e-004	-3.223700e+000	1.194961e-001	4.568160e+000
2.410343519367608e-004	-3.224525e+000	1.198116e-001	4.567753e+000
2.417213906719751e-004	-3.249201e+000	1.292755e-001	4.555468e+000
2.420000000000000e-004	-3.259169e+000	1.331125e-001	4.550446e+000
2.420732841317561e-004	-3.261787e+000	1.341216e-001	4.549116e+000
2.422198523952686e-004	-3.267019e+000	1.361396e-001	4.546448e+000
2.426277367603615e-004	-3.281545e+000	1.417550e-001	4.538988e+000
2.430356211254543e-004	-3.296023e+000	1.473688e-001	4.531462e+000
2.434435054905471e-004	-3.310452e+000	1.529809e-001	4.523869e+000
2.438513898556399e-004	-3.324832e+000	1.585914e-001	4.516210e+000
2.442592742207327e-004	-3.339163e+000	1.642002e-001	4.508485e+000
2.446671585858256e-004	-3.353444e+000	1.698074e-001	4.500694e+000
2.450750429509184e-004	-3.367677e+000	1.754130e-001	4.492836e+000
2.470960549771752e-004	-3.437458e+000	2.031570e-001	4.452922e+000
2.473943936313183e-004	-3.447654e+000	2.072480e-001	4.446891e+000
2.476927322854614e-004	-3.457822e+000	2.113377e-001	4.440826e+000
2.479910709396045e-004	-3.467963e+000	2.154262e-001	4.434726e+000
2.482894095937477e-004	-3.478077e+000	2.195133e-001	4.428592e+000
2.485877482478908e-004	-3.488163e+000	2.235991e-001	4.422424e+000
2.488860869020339e-004	-3.498222e+000	2.276836e-001	4.416222e+000
2.491844255561771e-004	-3.508254e+000	2.317669e-001	4.409985e+000
2.495866519052946e-004	-3.521735e+000	2.372698e-001	4.401518e+000
2.499888782544122e-004	-3.535164e+000	2.427698e-001	4.392989e+000
2.503911046035298e-004	-3.548543e+000	2.482670e-001	4.384397e+000
2.507933309526473e-004	-3.561870e+000	2.537614e-001	4.375743e+000
2.511955573017649e-004	-3.575146e+000	2.592529e-001	4.367026e+000
2.515977836508825e-004	-3.588372e+000	2.647416e-001	4.358247e+000
2.520000100000000e-004	-3.601545e+000	2.702275e-001	4.349405e+000
2.520000102103942e-004	-3.601546e+000	2.702275e-001	4.349405e+000
2.520000106311822e-004	-3.601546e+000	2.702275e-001	4.349405e+000
2.520000114727586e-004	-3.601546e+000	2.702275e-001	4.349405e+000
2.520000131559109e-004	-3.601546e+000	2.702275e-001	4.349405e+000
2.520000165222155e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000200000004e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000203132286e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000209396845e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000221925963e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000246984200e-004	-3.601546e+000	2.702276e-001	4.349405e+000
2.520000297100678e-004	-3.601546e+000	2.702277e-001	4.349405e+000
2.520000397333629e-004	-3.601547e+000	2.702278e-001	4.349405e+000
2.520000597799532e-004	-3.601547e+000	2.702281e-001	4.349404e+000
2.520000984845747e-004	-3.601548e+000	2.702287e-001	4.349403e+000
2.520001345973875e-004	-3.601550e+000	2.702292e-001	4.349402e+000
2.520001880585970e-004	-3.601551e+000	2.702299e-001	4.349401e+000
2.520002502599686e-004	-3.601553e+000	2.702307e-001	4.349400e+000
2.520003321879421e-004	-3.601556e+000	2.702318e-001	4.349397e+000
2.520004224535579e-004	-3.601559e+000	2.702331e-001	4.349393e+000
2.520005161627844e-004	-3.601562e+000	2.702343e-001	4.349388e+000
2.520005307251375e-004	-3.601563e+000	2.702346e-001	4.349387e+000
2.520005598498436e-004	-3.601563e+000	2.702349e-001	4.349384e+000
2.520006180992559e-004	-3.601565e+000	2.702357e-001	4.349379e+000
2.520007345980803e-004	-3.601569e+000	2.702373e-001	4.349364e+000
2.520008441824319e-004	-3.601573e+000	2.702388e-001	4.349347e+000
2.520008962304124e-004	-3.601574e+000	2.702395e-001	4.349338e+000
2.520009271433292e-004	-3.601575e+000	2.702399e-001	4.349331e+000
2.520009533728599e-004	-3.601576e+000	2.702403e-001	4.349325e+000
2.520009828107209e-004	-3.601577e+000	2.702407e-001	4.349318e+000
2.520010416864433e-004	-3.601579e+000	2.702415e-001	4.349302e+000
2.520011135016447e-004	-3.601582e+000	2.702425e-001	4.349280e+000
2.520011589521934e-004	-3.601583e+000	2.702431e-001	4.349266e+000
2.520011831272390e-004	-3.601584e+000	2.702434e-001	4.349258e+000
2.520012161153981e-004	-3.601585e+000	2.702439e-001	4.349246e+000
2.520012344670811e-004	-3.601585e+000	2.702442e-001	4.349239e+000
2.520012614298109e-004	-3.601586e+000	2.702445e-001	4.349229e+000
2.520013042529089e-004	-3.601588e+000	2.702451e-001	4.349212e+000
2.520013500298675e-004	-3.601589e+000	2.702457e-001	4.349192e+000
2.520013983294371e-004	-3.601591e+000	2.702464e-001	4.349171e+000
2.520014537842736e-004	-3.601593e+000	2.702471e-001	4.349144e+000
2.520015646939470e-004	-3.601596e+000	2.702487e-001	4.349085e+000
2.520017786116573e-004	-3.601603e+000	2.702516e-001	4.348956e+000
2.520019729026946e-004	-3.601610e+000	2.702542e-001	4.348820e+000
2.520022537582964e-004	-3.601619e+000	2.702580e-001	4.348590e+000
2.520025257747504e-004	-3.601628e+000	2.702618e-001	4.348334e+000
2.520028147053989e-004	-3.601637e+000	2.702657e-001	4.348022e+000
2.520031507507636e-004	-3.601648e+000	2.702703e-001	4.347610e+000
2.520034610867363e-004	-3.601658e+000	2.702745e-001	4.347188e+000
2.520037001242773e-004	-3.601666e+000	2.702778e-001	4.346832e+000
2.520039684110894e-004	-3.601675e+000	2.702814e-001	4.346390e+000
2.520045049847135e-004	-3.601692e+000	2.702887e-001	4.345404e+000
2.520051854595739e-004	-3.601715e+000	2.702980e-001	4.343984e+000
2.520059917442623e-004	-3.601741e+000	2.703090e-001	4.342023e+000
2.520072362151332e-004	-3.601782e+000	2.703260e-001	4.338430e+000
2.520090000556218e-004	-3.601839e+000	2.703500e-001	4.332122e+000
2.520125277365990e-004	-3.601955e+000	2.703981e-001	4.315554e+000
2.520195830985534e-004	-3.602185e+000	2.704943e-001	4.271598e+000
2.520296396144564e-004	-3.602514e+000	2.706314e-001	4.191540e+000
2.520414154135180e-004	-3.602899e+000	2.707920e-001	4.078528e+000
2.520552228186482e-004	-3.603350e+000	2.709802e-001	3.928435e+000
2.520703016741159e-004	-3.603842e+000	2.711858e-001	3.751585e+000
2.520864302431136e-004	-3.604369e+000	2.714057e-001	3.553878e+000
2.521020373784442e-004	-3.604879e+000	2.716185e-001	3.357863e+000
2.521174529856360e-004	-3.605382e+000	2.718286e-001	3.161700e+000
2.521327258863315e-004	-3.605881e+000	2.720368e-001	2.965968e+000
2.521494008614583e-004	-3.606425e+000	2.722641e-001	2.751367e+000
2.521708749021962e-004	-3.607126e+000	2.725568e-001	2.474339e+000
2.521805882856609e-004	-3.607443e+000	2.726892e-001	2.348853e+000
2.521905313684239e-004	-3.607767e+000	2.728248e-001	2.220283e+000
2.522020374166804e-004	-3.608143e+000	2.729816e-001	2.071424e+000
2.522138866382943e-004	-3.608529e+000	2.731431e-001	1.918055e+000
2.522267014728437e-004	-3.608947e+000	2.733178e-001	1.752119e+000
2.522397905684241e-004	-3.609374e+000	2.734962e-001	1.582571e+000
2.522537081767712e-004	-3.609828e+000	2.736859e-001	1.402232e+000
2.522679947563294e-004	-3.610294e+000	2.738806e-001	1.217183e+000
2.522832984286293e-004	-3.610793e+000	2.740892e-001	1.020388e+000
2.523000569056035e-004	-3.611339e+000	2.743176e-001	8.107310e-001
2.523144321039611e-004	-3.611807e+000	2.745135e-001	6.419860e-001
2.523268068812582e-004	-3.612211e+000	2.746821e-001	5.120606e-001
2.523399960972688e-004	-3.612640e+000	2.748619e-001	3.945032e-001
2.523548616483336e-004	-3.613125e+000	2.750645e-001	2.880909e-001
2.523698386663357e-004	-3.613612e+000	2.752686e-001	2.080390e-001
2.523865568099604e-004	-3.614157e+000	2.754964e-001	1.469469e-001
2.524048717174507e-004	-3.614753e+000	2.757460e-001	1.045986e-001
2.524206551639788e-004	-3.615267e+000	2.759610e-001	8.303252e-002
2.524343050469883e-004	-3.615711e+000	2.761470e-001	7.222396e-002
2.524446279767259e-004	-3.616047e+000	2.762877e-001	6.711521e-002
2.524542223208922e-004	-3.616359e+000	2.764184e-001	6.381323e-002
2.524640921632870e-004	-3.616681e+000	2.765529e-001	6.112522e-002
2.524747139441954e-004	-3.617026e+000	2.766976e-001	5.856829e-002
2.524851088073696e-004	-3.617364e+000	2.768393e-001	5.612518e-002
2.524968280366740e-004	-3.617746e+000	2.769989e-001	5.324570e-002
2.525098655124787e-004	-3.618170e+000	2.771766e-001	4.979062e-002
2.525257969168936e-004	-3.618688e+000	2.773936e-001	4.525477e-002
2.525453160604234e-004	-3.619323e+000	2.776596e-001	3.951558e-002
2.525741200794661e-004	-3.620259e+000	2.780520e-001	3.129636e-002
2.525984315265486e-004	-3.621049e+000	2.783832e-001	2.505803e-002
2.526221129339006e-004	-3.621819e+000	2.787058e-001	2.000339e-002
2.526502583682692e-004	-3.622733e+000	2.790892e-001	1.526838e-002
2.526785557047744e-004	-3.623652e+000	2.794746e-001	1.169941e-002
2.527132398487775e-004	-3.624778e+000	2.799471e-001	8.530852e-003
2.527457658625075e-004	-3.625833e+000	2.803901e-001	6.369071e-003
2.527767273975846e-004	-3.626838e+000	2.808118e-001	4.859979e-003
2.528095454271476e-004	-3.627902e+000	2.812587e-001	3.654601e-003
2.528427143870166e-004	-3.628978e+000	2.817104e-001	2.725932e-003
2.528738155292204e-004	-3.629986e+000	2.821340e-001	2.063662e-003
2.529041516880501e-004	-3.630969e+000	2.825471e-001	1.577970e-003
2.529405832694680e-004	-3.632149e+000	2.830431e-001	1.150772e-003
2.529859040614015e-004	-3.633616e+000	2.836602e-001	7.540840e-004
2.529999999999998e-004	-3.634072e+000	2.838521e-001	6.565517e-004
2.530053100032719e-004	-3.634244e+000	2.839244e-001	6.278538e-004
2.530159300098162e-004	-3.634588e+000	2.840690e-001	5.741728e-004
2.530371700229053e-004	-3.635275e+000	2.843581e-001	4.825555e-004
2.530796500490834e-004	-3.636649e+000	2.849364e-001	3.451053e-004
2.531523731441744e-004	-3.639000e+000	2.859264e-001	1.917188e-004
2.532308347580402e-004	-3.641535e+000	2.869943e-001	9.997280e-005
2.533275635969844e-004	-3.644657e+000	2.883107e-001	4.770255e-005
2.535940060701025e-004	-3.653241e+000	2.919357e-001	1.247930e-005
2.538003036672422e-004	-3.659872e+000	2.947414e-001	8.940344e-006
2.539999999999999e-004	-3.666277e+000	2.974567e-001	8.419832e-006
2.540334624842149e-004	-3.667349e+000	2.979116e-001	8.418208e-006
2.541003874526448e-004	-3.669492e+000	2.988212e-001	8.416351e-006
2.544084737992343e-004	-3.679338e+000	3.030077e-001	8.415449e-006
2.547165601458238e-004	-3.689153e+000	3.071921e-001	8.414745e-006
2.550246464924133e-004	-3.698937e+000	3.113743e-001	8.414242e-006
2.553327328390027e-004	-3.708690e+000	3.155543e-001	8.413938e-006
2.556408191855923e-004	-3.718411e+000	3.197323e-001	8.413833e-006
2.559489055321817e-004	-3.728102e+000	3.239080e-001	8.413928e-006
2.562569918787712e-004	-3.737761e+000	3.280816e-001	8.414222e-006
2.565294894392916e-004	-3.746277e+000	3.317713e-001	8.414230e-006
2.568019869998119e-004	-3.754770e+000	3.354591e-001	8.414236e-006
2.570744845603322e-004	-3.763237e+000	3.391450e-001	8.414241e-006
2.573469821208525e-004	-3.771679e+000	3.428291e-001	8.414244e-006
2.576194796813729e-004	-3.780097e+000	3.465114e-001	8.414246e-006
2.578919772418932e-004	-3.788489e+000	3.501918e-001	8.414246e-006
2.581644748024135e-004	-3.796857e+000	3.538705e-001	8.414244e-006
2.587124069734973e-004	-3.813608e+000	3.612615e-001	8.414236e-006
2.592603391445811e-004	-3.830256e+000	3.686442e-001	8.414221e-006
2.598082713156649e-004	-3.846801e+000	3.760184e-001	8.414201e-006
2.603562034867487e-004	-3.863244e+000	3.833843e-001	8.414174e-006
2.609041356578325e-004	-3.879583e+000	3.907418e-001	8.414142e-006
2.614520678289163e-004	-3.895820e+000	3.980908e-001	8.414103e-006
2.620000000000001e-004	-3.911954e+000	4.054315e-001	8.414058e-006
2.624417115680317e-004	-3.924884e+000	4.113419e-001	8.414018e-006
2.628834231360634e-004	-3.937746e+000	4.172462e-001	8.413974e-006
2.633251347040950e-004	-3.950538e+000	4.231442e-001	8.413926e-006
2.637668462721266e-004	-3.963263e+000	4.290361e-001	8.413874e-006
2.642085578401583e-004	-3.975918e+000	4.349217e-001	8.413818e-006
2.646502694081899e-004	-3.988506e+000	4.408012e-001	8.413759e-006
2.650919809762216e-004	-4.001024e+000	4.466744e-001	8.413695e-006
2.655477787737545e-004	-4.013869e+000	4.527278e-001	8.413625e-006
2.660035765712875e-004	-4.026640e+000	4.587737e-001	8.413552e-006
2.664593743688205e-004	-4.039336e+000	4.648122e-001	8.413474e-006
2.669151721663535e-004	-4.051957e+000	4.708432e-001	8.413394e-006
2.673709699638865e-004	-4.064504e+000	4.768668e-001	8.413309e-006
2.678267677614195e-004	-4.076975e+000	4.828830e-001	8.413221e-006
2.682825655589524e-004	-4.089373e+000	4.888918e-001	8.413130e-006
2.688466958656583e-004	-4.104612e+000	4.963182e-001	8.413010e-006
2.694108261723643e-004	-4.119735e+000	5.037319e-001	8.412886e-006
2.699749564790702e-004	-4.134740e+000	5.111329e-001	8.412756e-006
2.705390867857761e-004	-4.149628e+000	5.185211e-001	8.412622e-006
2.711032170924820e-004	-4.164399e+000	5.258966e-001	8.412482e-006
2.716673473991880e-004	-4.179053e+000	5.332594e-001	8.412337e-006
2.722314777058939e-004	-4.193590e+000	5.406094e-001	8.412188e-006
2.726608427723142e-004	-4.204575e+000	5.461944e-001	8.412070e-006
2.730902078387344e-004	-4.215490e+000	5.517714e-001	8.411949e-006
2.735195729051546e-004	-4.226336e+000	5.573402e-001	8.411827e-006
2.739489379715749e-004	-4.237112e+000	5.629009e-001	8.411702e-006
2.743783030379952e-004	-4.247820e+000	5.684534e-001	8.411574e-006
2.748076681044154e-004	-4.258458e+000	5.739978e-001	8.411445e-006
2.752370331708357e-004	-4.269026e+000	5.795341e-001	8.411313e-006
2.756660284321449e-004	-4.279516e+000	5.850572e-001	8.411177e-006
2.760950236934540e-004	-4.289936e+000	5.905716e-001	8.411040e-006
2.765240189547632e-004	-4.300285e+000	5.960772e-001	8.410901e-006
2.769530142160724e-004	-4.310563e+000	6.015741e-001	8.410760e-006
2.773820094773816e-004	-4.320772e+000	6.070622e-001	8.410616e-006
2.778110047386907e-004	-4.330909e+000	6.125414e-001	8.410471e-006
2.782399999999999e-004	-4.340977e+000	6.180120e-001	8.410324e-006
2.799999999999999e-004	-4.381534e+000	6.403594e-001	8.409698e-006
2.800000005184198e-004	-4.381534e+000	6.403594e-001	8.409698e-006
2.800000015552597e-004	-4.381534e+000	6.403594e-001	8.409698e-006
2.800000036289399e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000077762999e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000100000003e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000101343941e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000104031817e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000109407569e-004	-4.381534e+000	6.403595e-001	8.409698e-006
2.800000120159077e-004	-4.381534e+000	6.403596e-001	8.409698e-006
2.800000141662093e-004	-4.381534e+000	6.403596e-001	8.409698e-006
2.800000184668122e-004	-4.381534e+000	6.403596e-001	8.409698e-006
2.800000219064748e-004	-4.381534e+000	6.403597e-001	8.409698e-006
2.800000258700139e-004	-4.381534e+000	6.403598e-001	8.409698e-006
2.800000294779603e-004	-4.381534e+000	6.403598e-001	8.409699e-006
2.800000338116938e-004	-4.381534e+000	6.403598e-001	8.409702e-006
2.800000424791607e-004	-4.381535e+000	6.403599e-001	8.409714e-006
2.800000524884059e-004	-4.381535e+000	6.403601e-001	8.409748e-006
2.800000625563059e-004	-4.381535e+000	6.403602e-001	8.409833e-006
2.800000742331880e-004	-4.381535e+000	6.403604e-001	8.410051e-006
2.800000870111937e-004	-4.381536e+000	6.403605e-001	8.410584e-006
2.800001033513647e-004	-4.381536e+000	6.403607e-001	8.412111e-006
2.800001230684928e-004	-4.381536e+000	6.403610e-001	8.416449e-006
2.800001496153976e-004	-4.381537e+000	6.403613e-001	8.431378e-006
2.800001876348416e-004	-4.381537e+000	6.403618e-001	8.483454e-006
2.800002303655412e-004	-4.381539e+000	6.403623e-001	8.608187e-006
2.800002691358658e-004	-4.381539e+000	6.403628e-001	8.800460e-006
2.800002857416906e-004	-4.381540e+000	6.403630e-001	8.921481e-006
2.800003017643508e-004	-4.381540e+000	6.403632e-001	9.071792e-006
2.800003133755719e-004	-4.381540e+000	6.403634e-001	9.200719e-006
2.800003258042437e-004	-4.381541e+000	6.403635e-001	9.364755e-006
2.800003468797154e-004	-4.381541e+000	6.403638e-001	9.695748e-006
2.800003676230330e-004	-4.381542e+000	6.403641e-001	1.008878e-005
2.800003903273432e-004	-4.381542e+000	6.403643e-001	1.063902e-005
2.800004357359632e-004	-4.381543e+000	6.403649e-001	1.211888e-005
2.800004983704489e-004	-4.381545e+000	6.403657e-001	1.493617e-005
2.800005675093913e-004	-4.381546e+000	6.403666e-001	1.924363e-005
2.800006470016865e-004	-4.381548e+000	6.403676e-001	2.585692e-005
2.800007313727808e-004	-4.381550e+000	6.403686e-001	3.480418e-005
2.800008240995112e-004	-4.381552e+000	6.403698e-001	4.675678e-005
2.800009133490052e-004	-4.381554e+000	6.403710e-001	6.020823e-005
2.800010190640201e-004	-4.381557e+000	6.403723e-001	7.826786e-005
2.800011388947887e-004	-4.381559e+000	6.403738e-001	1.008155e-004
2.800012637641709e-004	-4.381562e+000	6.403754e-001	1.261574e-004
2.800013985001914e-004	-4.381565e+000	6.403771e-001	1.551527e-004
2.800015448323734e-004	-4.381568e+000	6.403790e-001	1.881971e-004
2.800016967432245e-004	-4.381572e+000	6.403809e-001	2.244124e-004
2.800019254692227e-004	-4.381577e+000	6.403838e-001	2.828528e-004
2.800021375462519e-004	-4.381582e+000	6.403865e-001	3.435420e-004
2.800024418613805e-004	-4.381589e+000	6.403903e-001	4.469854e-004
2.800027818969692e-004	-4.381597e+000	6.403946e-001	5.971029e-004
2.800032928015630e-004	-4.381608e+000	6.404011e-001	9.091874e-004
2.800038938119871e-004	-4.381622e+000	6.404087e-001	1.416516e-003
2.800045151474021e-004	-4.381636e+000	6.404166e-001	2.132435e-003
2.800053900724507e-004	-4.381656e+000	6.404276e-001	3.475131e-003
2.800065677323049e-004	-4.381682e+000	6.404425e-001	5.797386e-003
2.800077675382297e-004	-4.381710e+000	6.404577e-001	8.796416e-003
2.800094094083170e-004	-4.381747e+000	6.404784e-001	1.392744e-002
2.800115318304223e-004	-4.381795e+000	6.405053e-001	2.209691e-002
2.800142231952859e-004	-4.381856e+000	6.405393e-001	3.469884e-002
2.800173651612082e-004	-4.381927e+000	6.405791e-001	5.239845e-002
2.800217025255495e-004	-4.382026e+000	6.406340e-001	8.145658e-002
2.800274945799477e-004	-4.382157e+000	6.407073e-001	1.274135e-001
2.800372783435764e-004	-4.382380e+000	6.408311e-001	2.182963e-001
2.800509786683664e-004	-4.382690e+000	6.410043e-001	3.628534e-001
2.800668497557651e-004	-4.383050e+000	6.412051e-001	5.462255e-001
2.800829277638788e-004	-4.383415e+000	6.414084e-001	7.424400e-001
2.800987107613785e-004	-4.383772e+000	6.416081e-001	9.406812e-001
2.801139068619725e-004	-4.384117e+000	6.418003e-001	1.134237e+000
2.801292464692422e-004	-4.384464e+000	6.419942e-001	1.330920e+000
2.801457162562716e-004	-4.384837e+000	6.422026e-001	1.542716e+000
2.801634103441735e-004	-4.385238e+000	6.424263e-001	1.770495e+000
2.801741086346180e-004	-4.385480e+000	6.425616e-001	1.908230e+000
2.801852103031608e-004	-4.385731e+000	6.427019e-001	2.051113e+000
2.801977588334529e-004	-4.386015e+000	6.428605e-001	2.212534e+000
2.802104470982047e-004	-4.386302e+000	6.430209e-001	2.375645e+000
2.802241638143088e-004	-4.386612e+000	6.431943e-001	2.551844e+000
2.802381384326151e-004	-4.386929e+000	6.433710e-001	2.730791e+000
2.802529742608074e-004	-4.387264e+000	6.435585e-001	2.917457e+000
2.802685217696424e-004	-4.387615e+000	6.437550e-001	3.101680e+000
2.802855427256482e-004	-4.388000e+000	6.439701e-001	3.277916e+000
2.803028926776749e-004	-4.388392e+000	6.441894e-001	3.422800e+000
2.803155035392287e-004	-4.388677e+000	6.443487e-001	3.501050e+000
2.803277261831548e-004	-4.388953e+000	6.445032e-001	3.553167e+000
2.803408746857665e-004	-4.389249e+000	6.446693e-001	3.588850e+000
2.803548140643520e-004	-4.389564e+000	6.448454e-001	3.609009e+000
2.803701712055530e-004	-4.389910e+000	6.450394e-001	3.617137e+000
2.803809849170279e-004	-4.390154e+000	6.451761e-001	3.616480e+000
2.803923536481220e-004	-4.390411e+000	6.453197e-001	3.611926e+000
2.804028616999934e-004	-4.390647e+000	6.454524e-001	3.606160e+000
2.804151336105389e-004	-4.390924e+000	6.456074e-001	3.598804e+000
2.804268735027374e-004	-4.391189e+000	6.457557e-001	3.592055e+000
