time	V(vo)
1.075376583837212e-004	1.333252e+000
1.075476583837212e-004	3.730319e+000
1.075576583837212e-004	4.994752e+000
1.075583338999237e-004	4.999677e+000
1.075596849323288e-004	4.999508e+000
1.075623869971390e-004	4.999720e+000
1.075656541344526e-004	4.999966e+000
1.075679397690511e-004	4.999985e+000
1.075698115024150e-004	4.999985e+000
1.075717252610345e-004	4.999985e+000
1.075741451648056e-004	4.999985e+000
1.075767513418360e-004	4.999985e+000
1.075795266095994e-004	4.999985e+000
1.075823622106250e-004	4.999985e+000
1.075863355178558e-004	4.999985e+000
1.075912811965417e-004	4.999985e+000
1.075977651900228e-004	4.999985e+000
1.076061361708420e-004	4.999985e+000
1.076149115950880e-004	4.999985e+000
1.076291660093744e-004	4.999985e+000
1.076443736004734e-004	4.999985e+000
1.076607224589599e-004	4.999985e+000
1.076857897385741e-004	4.999985e+000
1.077118496025372e-004	4.999985e+000
1.077639693304635e-004	4.999985e+000
1.078278943855375e-004	4.999985e+000
1.079069923616975e-004	4.999985e+000
1.079912921027799e-004	4.999985e+000
1.080941983440483e-004	4.999985e+000
1.082126020566898e-004	4.999985e+000
1.083653403071757e-004	4.999985e+000
1.085546447875834e-004	4.999985e+000
1.088216723252052e-004	4.999985e+000
1.092083280700792e-004	4.999985e+000
1.095989530700792e-004	4.999985e+000
1.099895780700792e-004	4.999985e+000
1.103802030700792e-004	4.999985e+000
1.107708280700792e-004	4.999985e+000
1.111614530700792e-004	4.999985e+000
1.115520780700792e-004	4.999985e+000
1.119427030700792e-004	4.999985e+000
1.123333280700791e-004	4.999985e+000
1.127239530700791e-004	4.999985e+000
1.127877714294541e-004	4.999985e+000
1.128515897888291e-004	4.999985e+000
1.129154081482041e-004	4.999985e+000
1.129792265075791e-004	4.999985e+000
1.130430448669541e-004	4.999985e+000
1.131068632263291e-004	4.999985e+000
1.131706815857041e-004	4.999985e+000
1.131806815857041e-004	4.999985e+000
1.131906815857041e-004	4.999985e+000
1.132006815857041e-004	4.999985e+000
1.132061091000341e-004	4.999985e+000
1.132094488918361e-004	4.999985e+000
1.132116867266010e-004	4.999985e+000
1.132138097433934e-004	4.999985e+000
1.132163832141022e-004	4.999985e+000
1.132190722228422e-004	4.999985e+000
1.132207502223787e-004	4.999985e+000
1.132226555103713e-004	4.999982e+000
1.132247066856591e-004	4.999969e+000
1.132278716373968e-004	4.999730e+000
1.132333698792338e-004	4.989882e+000
1.132385473046504e-004	4.724814e+000
1.132436393248074e-004	3.415713e+000
1.132493881411115e-004	1.411891e+000
1.132577021951735e-004	1.487438e-001
1.132697997959986e-004	1.504812e-002
1.132898346197088e-004	1.359927e-002
1.133097670686509e-004	1.359927e-002
1.133332576101193e-004	1.359927e-002
1.133557264596059e-004	1.359927e-002
1.133812639489235e-004	1.359927e-002
1.134080466443157e-004	1.359927e-002
1.134481178045997e-004	1.359927e-002
1.178339421132394e-004	1.359927e-002
1.222197664218792e-004	1.359927e-002
1.266055907305190e-004	1.359927e-002
1.309914150391587e-004	1.359927e-002
1.353772393477985e-004	1.359927e-002
1.397630636564383e-004	1.359927e-002
1.441488879650780e-004	1.359927e-002
1.486131736793639e-004	1.359927e-002
1.530774593936497e-004	1.359927e-002
1.575417451079356e-004	1.359927e-002
1.620060308222214e-004	1.359927e-002
1.664703165365072e-004	1.359927e-002
1.709346022507931e-004	1.359927e-002
1.753988879650789e-004	1.359927e-002
1.799878597842755e-004	1.359927e-002
1.845768316034720e-004	1.359927e-002
1.891658034226686e-004	1.359927e-002
1.937547752418651e-004	1.359927e-002
1.983437470610617e-004	1.359927e-002
2.029327188802583e-004	1.359927e-002
2.075216906994548e-004	1.359927e-002
2.077886651867595e-004	1.359927e-002
2.077986651867595e-004	6.997187e-002
2.078086651867595e-004	1.333252e+000
2.078186651867595e-004	3.730319e+000
2.078286651867595e-004	4.969511e+000
2.078348535490786e-004	4.999969e+000
2.078353102540555e-004	4.999964e+000
2.078362236640093e-004	4.999939e+000
2.078380504839168e-004	4.999960e+000
2.078404510052538e-004	4.999985e+000
2.078426035586331e-004	4.999985e+000
2.078450885419399e-004	4.999985e+000
2.078474244853886e-004	4.999985e+000
2.078502100712448e-004	4.999985e+000
2.078528030374018e-004	4.999985e+000
2.078562810470889e-004	4.999985e+000
2.078605070994089e-004	4.999985e+000
2.078654605700796e-004	4.999985e+000
2.078737402791220e-004	4.999985e+000
2.078812918855096e-004	4.999985e+000
2.078963950982849e-004	4.999985e+000
2.079108377250438e-004	4.999985e+000
2.079246356252215e-004	4.999985e+000
2.079494176841200e-004	4.999985e+000
2.079783995518608e-004	4.999985e+000
2.080266920785029e-004	4.999985e+000
2.080882870472357e-004	4.999985e+000
2.081649382991176e-004	4.999985e+000
2.082482292073539e-004	4.999985e+000
2.083481033835140e-004	4.999985e+000
2.084634968203396e-004	4.999985e+000
2.086101265815165e-004	4.999985e+000
2.087923490902100e-004	4.999985e+000
2.090445237283580e-004	4.999985e+000
2.094063948743632e-004	4.999985e+000
2.097970198743632e-004	4.999985e+000
2.101876448743632e-004	4.999985e+000
2.105782698743632e-004	4.999985e+000
2.109688948743632e-004	4.999985e+000
2.113595198743633e-004	4.999985e+000
2.117501448743633e-004	4.999985e+000
2.121407698743633e-004	4.999985e+000
2.125313948743633e-004	4.999985e+000
2.129220198743633e-004	4.999985e+000
2.129961379163555e-004	4.999985e+000
2.130702559583477e-004	4.999985e+000
2.131443740003399e-004	4.999985e+000
2.132184920423321e-004	4.999985e+000
2.132926100843243e-004	4.999985e+000
2.133667281263164e-004	4.999985e+000
2.134408461683086e-004	4.999985e+000
2.134508461683086e-004	4.999985e+000
2.134608461683086e-004	4.999985e+000
2.134708461683086e-004	4.999985e+000
2.134775946868530e-004	4.999985e+000
2.134813575134626e-004	4.999985e+000
2.134838070770955e-004	4.999985e+000
2.134861455946527e-004	4.999985e+000
2.134889084776852e-004	4.999985e+000
2.134905242419986e-004	4.999985e+000
2.134924347709834e-004	4.999983e+000
2.134943199231324e-004	4.999974e+000
2.134973155764104e-004	4.999879e+000
2.135017186960147e-004	4.998348e+000
2.135059040504051e-004	4.949749e+000
2.135113108496351e-004	4.138662e+000
2.135163319034965e-004	2.498510e+000
2.135238750223714e-004	6.079234e-001
2.135329797454247e-004	2.864571e-002
2.135493183738467e-004	1.359927e-002
2.135713681037288e-004	1.359927e-002
2.135946830098623e-004	1.359927e-002
2.136211324719442e-004	1.359927e-002
2.136426358846563e-004	1.359927e-002
2.136707899417737e-004	1.359927e-002
2.137026207925480e-004	1.359927e-002
2.138343700089748e-004	1.359927e-002
2.181905575660620e-004	1.359927e-002
2.225467451231492e-004	1.359927e-002
2.269029326802365e-004	1.359927e-002
2.312591202373237e-004	1.359927e-002
2.356153077944109e-004	1.359927e-002
2.399714953514981e-004	1.359927e-002
2.443276829085853e-004	1.359927e-002
2.487919686228712e-004	1.359927e-002
2.532562543371570e-004	1.359927e-002
2.577205400514429e-004	1.359927e-002
2.621848257657287e-004	1.359927e-002
2.666491114800146e-004	1.359927e-002
2.711133971943004e-004	1.359927e-002
2.755776829085862e-004	1.359927e-002
2.801535757657292e-004	1.359927e-002
2.847294686228722e-004	1.359927e-002
2.893053614800152e-004	1.359927e-002
2.938812543371582e-004	1.359927e-002
2.984571471943012e-004	1.359927e-002
3.030330400514442e-004	1.359927e-002
3.076089329085872e-004	1.359927e-002
3.080410020003840e-004	1.359927e-002
3.080510020003840e-004	1.359927e-002
3.080610020003840e-004	6.997187e-002
3.080710020003840e-004	1.333252e+000
3.080810020003840e-004	3.730319e+000
3.080910020003840e-004	4.969510e+000
3.080971905073712e-004	4.999969e+000
3.080976472146006e-004	4.999964e+000
3.080985606290595e-004	4.999939e+000
3.081003874579772e-004	4.999960e+000
3.081027880045536e-004	4.999985e+000
3.081049406112887e-004	4.999985e+000
3.081074256109306e-004	4.999985e+000
3.081097617389510e-004	4.999985e+000
3.081125469569394e-004	4.999985e+000
3.081151400639125e-004	4.999985e+000
3.081186183460982e-004	4.999985e+000
3.081228449680462e-004	4.999985e+000
3.081277985617097e-004	4.999985e+000
3.081360775244181e-004	4.999985e+000
3.081436292475201e-004	4.999985e+000
3.081587326937241e-004	4.999985e+000
3.081731747540271e-004	4.999985e+000
3.081869743144688e-004	4.999985e+000
3.082117546351249e-004	4.999985e+000
3.082407382664839e-004	4.999985e+000
3.082890279376007e-004	4.999985e+000
3.083506262940231e-004	4.999985e+000
3.084272741565932e-004	4.999985e+000
3.085105679706302e-004	4.999985e+000
3.086104386575340e-004	4.999985e+000
3.087258352985304e-004	4.999985e+000
3.088724607403275e-004	4.999985e+000
3.090546871288263e-004	4.999985e+000
3.093068548991028e-004	4.999985e+000
3.096687318729756e-004	4.999985e+000
3.100593568729756e-004	4.999985e+000
3.104499818729756e-004	4.999985e+000
3.108406068729757e-004	4.999985e+000
3.112312318729757e-004	4.999985e+000
3.116218568729757e-004	4.999985e+000
3.120124818729757e-004	4.999985e+000
3.124031068729757e-004	4.999985e+000
3.127937318729757e-004	4.999985e+000
3.131843568729757e-004	4.999985e+000
3.132584749149679e-004	4.999985e+000
3.133325929569601e-004	4.999985e+000
3.134067109989523e-004	4.999985e+000
3.134808290409445e-004	4.999985e+000
3.135549470829367e-004	4.999985e+000
3.136290651249289e-004	4.999985e+000
3.137031831669211e-004	4.999985e+000
3.137131831669211e-004	4.999985e+000
3.137231831669211e-004	4.999985e+000
3.137331831669210e-004	4.999985e+000
3.137399316651516e-004	4.999985e+000
3.137436944894548e-004	4.999985e+000
3.137461440485481e-004	4.999985e+000
3.137484825530934e-004	4.999985e+000
3.137512454295785e-004	4.999985e+000
3.137528611940970e-004	4.999985e+000
3.137547717249669e-004	4.999983e+000
3.137566568742812e-004	4.999974e+000
3.137596525082267e-004	4.999879e+000
3.137640555610608e-004	4.998348e+000
3.137682408457632e-004	4.949755e+000
3.137736476883332e-004	4.138710e+000
3.137786686903610e-004	2.498606e+000
3.137862117883789e-004	6.079677e-001
3.137953163406481e-004	2.864756e-002
3.138116548386781e-004	1.359927e-002
3.138337047430153e-004	1.359927e-002
3.138570196513181e-004	1.359927e-002
3.138834690258788e-004	1.359927e-002
3.139049721281900e-004	1.359927e-002
3.139331262984088e-004	1.359927e-002
3.139649568131052e-004	1.359927e-002
3.140967047196838e-004	1.359927e-002
3.184528916810777e-004	1.359927e-002
3.228090786424716e-004	1.359927e-002
3.271652656038654e-004	1.359927e-002
3.315214525652593e-004	1.359927e-002
3.358776395266532e-004	1.359927e-002
3.402338264880471e-004	1.359927e-002
3.445900134494409e-004	1.359927e-002
3.490542991637268e-004	1.359927e-002
3.535185848780126e-004	1.359927e-002
3.579828705922985e-004	1.359927e-002
3.624471563065843e-004	1.359927e-002
3.669114420208701e-004	1.359927e-002
3.713757277351560e-004	1.359927e-002
3.758400134494418e-004	1.359927e-002
3.791882277351562e-004	1.359927e-002
3.825364420208706e-004	1.359927e-002
3.858846563065850e-004	1.359927e-002
3.892328705922994e-004	1.359927e-002
3.925810848780137e-004	1.359927e-002
3.959292991637281e-004	1.359927e-002
3.992775134494425e-004	1.359927e-002
3.996681384494425e-004	1.359927e-002
4.000000000000000e-004	1.359927e-002
