time	V(sin32)	V(vout)
3.094782551457231e-004	1.700981e+000	-5.147298e-001
3.094845471815347e-004	1.701223e+000	-5.149222e-001
3.094903803049465e-004	1.701447e+000	-5.151005e-001
3.094950215546850e-004	1.701625e+000	-5.152424e-001
3.094991150152993e-004	1.701782e+000	-5.153675e-001
3.095031416250269e-004	1.701937e+000	-5.154906e-001
3.095073126142009e-004	1.702097e+000	-5.156181e-001
3.095115589444777e-004	1.702260e+000	-5.157479e-001
3.095177380791742e-004	1.702497e+000	-5.159367e-001
3.095249105348284e-004	1.702772e+000	-5.161560e-001
3.095356603271986e-004	1.703185e+000	-5.164844e-001
3.095488926679944e-004	1.703693e+000	-5.168887e-001
3.095634302408125e-004	1.704251e+000	-5.173329e-001
3.095785203901698e-004	1.704831e+000	-5.177938e-001
3.095936959289160e-004	1.705413e+000	-5.182573e-001
3.096100442381178e-004	1.706041e+000	-5.187564e-001
3.096284022154926e-004	1.706746e+000	-5.193170e-001
3.096383834858057e-004	1.707129e+000	-5.196216e-001
3.096488963284850e-004	1.707532e+000	-5.199425e-001
3.096607701306195e-004	1.707988e+000	-5.203049e-001
3.096730099149626e-004	1.708458e+000	-5.206784e-001
3.096861319468363e-004	1.708962e+000	-5.210788e-001
3.096996396899469e-004	1.709481e+000	-5.214908e-001
3.097140181959554e-004	1.710033e+000	-5.219294e-001
3.097290287014636e-004	1.710609e+000	-5.223871e-001
3.097455500232671e-004	1.711243e+000	-5.228909e-001
3.097652602397050e-004	1.712000e+000	-5.234918e-001
3.097757032549913e-004	1.712401e+000	-5.238101e-001
3.097876418550985e-004	1.712859e+000	-5.241740e-001
3.098020562068600e-004	1.713413e+000	-5.246132e-001
3.098174363591912e-004	1.714003e+000	-5.250818e-001
3.098337049051863e-004	1.714628e+000	-5.255774e-001
3.098514631791581e-004	1.715309e+000	-5.261183e-001
3.098720999378563e-004	1.716102e+000	-5.267467e-001
3.098898330917675e-004	1.716782e+000	-5.272866e-001
3.099045545170141e-004	1.717348e+000	-5.277347e-001
3.099197038827905e-004	1.717929e+000	-5.281957e-001
3.099361719572547e-004	1.718562e+000	-5.286969e-001
3.099532741977515e-004	1.719218e+000	-5.292172e-001
3.099727262816706e-004	1.719965e+000	-5.298089e-001
3.099956032325169e-004	1.720843e+000	-5.305046e-001
3.100000000000000e-004	1.721012e+000	-5.306383e-001
3.100031499224040e-004	1.721172e+000	-5.307341e-001
3.100094497672120e-004	1.721492e+000	-5.309256e-001
3.100220494568280e-004	1.722133e+000	-5.313087e-001
3.100472488360602e-004	1.723414e+000	-5.320745e-001
3.100714807904572e-004	1.724646e+000	-5.328109e-001
3.101057782205190e-004	1.726390e+000	-5.338526e-001
3.101487665151900e-004	1.728576e+000	-5.351579e-001
3.101850628976777e-004	1.730421e+000	-5.362595e-001
3.102188720978316e-004	1.732140e+000	-5.372852e-001
3.102555394477737e-004	1.734004e+000	-5.383972e-001
3.102914551628877e-004	1.735830e+000	-5.394860e-001
3.103210451467096e-004	1.737335e+000	-5.403827e-001
3.103493246763359e-004	1.738773e+000	-5.412394e-001
3.103776800517859e-004	1.740214e+000	-5.420980e-001
3.104102421430815e-004	1.741870e+000	-5.430838e-001
3.104530535194556e-004	1.744046e+000	-5.443792e-001
3.104986428359683e-004	1.746364e+000	-5.457580e-001
3.105513826129388e-004	1.749046e+000	-5.473522e-001
3.106089177565337e-004	1.751971e+000	-5.490902e-001
3.106782851679149e-004	1.755498e+000	-5.511841e-001
3.107580991173436e-004	1.759556e+000	-5.535911e-001
3.108581684582252e-004	1.764644e+000	-5.566058e-001
3.110167095621028e-004	1.772699e+000	-5.613762e-001
3.111976469856802e-004	1.782793e+000	-5.668077e-001
3.113785844092576e-004	1.792397e+000	-5.722273e-001
3.115595218328350e-004	1.801511e+000	-5.776350e-001
3.117404592564125e-004	1.810135e+000	-5.830308e-001
3.119213966799899e-004	1.818269e+000	-5.884146e-001
3.121023341035673e-004	1.825912e+000	-5.937865e-001
3.122832715271447e-004	1.833066e+000	-5.991465e-001
3.123950751184698e-004	1.836698e+000	-6.024502e-001
3.125068787097949e-004	1.840599e+000	-6.057493e-001
3.126186823011200e-004	1.844769e+000	-6.090439e-001
3.127304858924451e-004	1.849209e+000	-6.123339e-001
3.128422894837702e-004	1.853919e+000	-6.156193e-001
3.129540930750953e-004	1.858898e+000	-6.189002e-001
3.130658966664203e-004	1.864147e+000	-6.221765e-001
3.133613547596321e-004	1.883210e+000	-6.308072e-001
3.136568128528439e-004	1.901355e+000	-6.394002e-001
3.139522709460557e-004	1.918582e+000	-6.479554e-001
3.142477290392675e-004	1.934890e+000	-6.564730e-001
3.145431871324792e-004	1.950279e+000	-6.649528e-001
3.148386452256910e-004	1.964750e+000	-6.733949e-001
3.151341033189028e-004	1.978303e+000	-6.817993e-001
3.160355429262297e-004	2.022434e+000	-7.071918e-001
3.163191959730331e-004	2.036915e+000	-7.151028e-001
3.166028490198365e-004	2.050585e+000	-7.229747e-001
3.168865020666399e-004	2.063444e+000	-7.308074e-001
3.171701551134433e-004	2.075490e+000	-7.386010e-001
3.174538081602467e-004	2.086726e+000	-7.463554e-001
3.177374612070501e-004	2.097149e+000	-7.540706e-001
3.180211142538535e-004	2.106761e+000	-7.617468e-001
3.190078363413125e-004	2.165619e+000	-7.881218e-001
3.200000000000000e-004	2.212612e+000	-8.141294e-001
3.209999999999999e-004	2.259463e+000	-8.398077e-001
3.220085003433515e-004	2.317751e+000	-8.651493e-001
3.224852071005888e-004	2.334173e+000	-8.769308e-001
3.224852081005888e-004	2.334173e+000	-8.769308e-001
3.224852101005888e-004	2.334173e+000	-8.769309e-001
3.224852141005888e-004	2.334174e+000	-8.769310e-001
3.224852171005888e-004	2.334174e+000	-8.769310e-001
3.224852172692614e-004	2.334174e+000	-8.769311e-001
3.224852176066067e-004	2.334174e+000	-8.769311e-001
3.224852182812975e-004	2.334174e+000	-8.769311e-001
3.224852196306788e-004	2.334174e+000	-8.769311e-001
3.224852223294417e-004	2.334174e+000	-8.769312e-001
3.224852277269672e-004	2.334174e+000	-8.769313e-001
3.224852385220185e-004	2.334174e+000	-8.769315e-001
3.224852534875523e-004	2.334175e+000	-8.769319e-001
3.224852681541104e-004	2.334176e+000	-8.769323e-001
3.224852852583384e-004	2.334176e+000	-8.769327e-001
3.224853068769099e-004	2.334177e+000	-8.769332e-001
3.224853211217826e-004	2.334177e+000	-8.769336e-001
3.224853314288346e-004	2.334178e+000	-8.769339e-001
3.224853416143635e-004	2.334178e+000	-8.769341e-001
3.224853524212365e-004	2.334178e+000	-8.769343e-001
3.224853698003019e-004	2.334179e+000	-8.769348e-001
3.224853811765269e-004	2.334179e+000	-8.769351e-001
3.224853896704966e-004	2.334180e+000	-8.769353e-001
3.224853954745283e-004	2.334180e+000	-8.769354e-001
3.224854022237957e-004	2.334180e+000	-8.769356e-001
3.224854093362818e-004	2.334180e+000	-8.769358e-001
3.224854168980241e-004	2.334181e+000	-8.769360e-001
3.224854320215084e-004	2.334181e+000	-8.769363e-001
3.224854532224339e-004	2.334182e+000	-8.769369e-001
3.224854739257326e-004	2.334183e+000	-8.769373e-001
3.224854947341863e-004	2.334183e+000	-8.769379e-001
3.224855174316582e-004	2.334184e+000	-8.769384e-001
3.224855377227586e-004	2.334185e+000	-8.769389e-001
3.224855579414408e-004	2.334185e+000	-8.769394e-001
3.224855772593640e-004	2.334186e+000	-8.769399e-001
3.224856158952102e-004	2.334188e+000	-8.769408e-001
3.224856595180302e-004	2.334189e+000	-8.769419e-001
3.224857224256692e-004	2.334191e+000	-8.769435e-001
3.224857959558823e-004	2.334194e+000	-8.769453e-001
3.224859041632436e-004	2.334197e+000	-8.769479e-001
3.224860279264091e-004	2.334202e+000	-8.769510e-001
3.224861595645778e-004	2.334206e+000	-8.769542e-001
3.224863189319888e-004	2.334212e+000	-8.769581e-001
3.224864962296989e-004	2.334218e+000	-8.769625e-001
3.224866807350355e-004	2.334224e+000	-8.769670e-001
3.224869159086296e-004	2.334232e+000	-8.769728e-001
3.224871379217727e-004	2.334240e+000	-8.769783e-001
3.224873748954545e-004	2.334248e+000	-8.769841e-001
3.224876104339180e-004	2.334256e+000	-8.769898e-001
3.224879827646227e-004	2.334269e+000	-8.769990e-001
3.224884815672157e-004	2.334286e+000	-8.770113e-001
3.224891621694634e-004	2.334310e+000	-8.770280e-001
3.224899208311583e-004	2.334336e+000	-8.770466e-001
3.224905908192635e-004	2.334359e+000	-8.770631e-001
3.224912252944411e-004	2.334381e+000	-8.770787e-001
3.224918969304961e-004	2.334404e+000	-8.770952e-001
3.224926297947038e-004	2.334429e+000	-8.771132e-001
3.224937145878189e-004	2.334466e+000	-8.771399e-001
3.224951567954749e-004	2.334516e+000	-8.771753e-001
3.224971996440098e-004	2.334587e+000	-8.772255e-001
3.224999551934302e-004	2.334682e+000	-8.772932e-001
3.225040665892761e-004	2.334823e+000	-8.773943e-001
3.225104925348749e-004	2.335044e+000	-8.775522e-001
3.225200456657949e-004	2.335374e+000	-8.777868e-001
3.225335073556905e-004	2.335837e+000	-8.781173e-001
3.225468357939657e-004	2.336297e+000	-8.784446e-001
3.225614934742192e-004	2.336802e+000	-8.788043e-001
3.225758399888557e-004	2.337296e+000	-8.791562e-001
3.225909243039433e-004	2.337815e+000	-8.795261e-001
3.226056799503136e-004	2.338324e+000	-8.798879e-001
3.226213842715811e-004	2.338865e+000	-8.802728e-001
3.226382857408850e-004	2.339447e+000	-8.806869e-001
3.226512653752200e-004	2.339894e+000	-8.810048e-001
3.226614847890159e-004	2.340246e+000	-8.812550e-001
3.226739435786094e-004	2.340675e+000	-8.815599e-001
3.226852578765208e-004	2.341065e+000	-8.818368e-001
3.226982598595019e-004	2.341513e+000	-8.821549e-001
3.227107390884223e-004	2.341943e+000	-8.824601e-001
3.227246822730711e-004	2.342423e+000	-8.828010e-001
3.227381879769235e-004	2.342889e+000	-8.831311e-001
3.227528790560445e-004	2.343395e+000	-8.834900e-001
3.227675479579126e-004	2.343900e+000	-8.838482e-001
3.227842020157639e-004	2.344474e+000	-8.842549e-001
3.228000908690196e-004	2.345021e+000	-8.846427e-001
3.228146715948059e-004	2.345523e+000	-8.849985e-001
3.228302625362821e-004	2.346061e+000	-8.853788e-001
3.228416465736871e-004	2.346453e+000	-8.856564e-001
3.228534728349517e-004	2.346860e+000	-8.859446e-001
3.228771594365766e-004	2.347676e+000	-8.865218e-001
3.228894134645877e-004	2.348098e+000	-8.868202e-001
3.229032492931966e-004	2.348575e+000	-8.871571e-001
3.229169525583327e-004	2.349047e+000	-8.874906e-001
3.229320776264092e-004	2.349568e+000	-8.878586e-001
3.229475687349099e-004	2.350102e+000	-8.882354e-001
3.229656292202676e-004	2.350724e+000	-8.886745e-001
3.229925986407965e-004	2.351653e+000	-8.893299e-001
3.229999999999999e-004	2.351908e+000	-8.895097e-001
3.230015163598317e-004	2.351977e+000	-8.895465e-001
3.230045490794954e-004	2.352115e+000	-8.896202e-001
3.230256912419089e-004	2.353076e+000	-8.901335e-001
3.230468334043225e-004	2.354037e+000	-8.906466e-001
3.230679755667360e-004	2.354999e+000	-8.911594e-001
3.230891177291494e-004	2.355960e+000	-8.916720e-001
3.231102598915630e-004	2.356921e+000	-8.921843e-001
3.231314020539765e-004	2.357882e+000	-8.926963e-001
3.231525442163900e-004	2.358844e+000	-8.932081e-001
3.234218237718054e-004	2.371106e+000	-8.997027e-001
3.236911033272207e-004	2.383342e+000	-9.061562e-001
3.239603828826361e-004	2.395550e+000	-9.125688e-001
3.242296624380515e-004	2.407731e+000	-9.189403e-001
3.244989419934669e-004	2.419884e+000	-9.252709e-001
3.247682215488822e-004	2.432010e+000	-9.315604e-001
3.250375011042976e-004	2.444108e+000	-9.378090e-001
3.251839327110865e-004	2.450460e+000	-9.411834e-001
3.253303643178753e-004	2.456897e+000	-9.445469e-001
3.254767959246642e-004	2.463420e+000	-9.478995e-001
3.256232275314530e-004	2.470029e+000	-9.512411e-001
3.257696591382419e-004	2.476725e+000	-9.545719e-001
3.259160907450307e-004	2.483506e+000	-9.578917e-001
3.260625223518196e-004	2.490373e+000	-9.612005e-001
3.262054487001119e-004	2.498537e+000	-9.644117e-001
3.263483750484044e-004	2.506532e+000	-9.676116e-001
3.264913013966967e-004	2.514359e+000	-9.708001e-001
3.266342277449891e-004	2.522019e+000	-9.739772e-001
3.267771540932815e-004	2.529510e+000	-9.771430e-001
3.269200804415739e-004	2.536832e+000	-9.802975e-001
3.270630067898663e-004	2.543987e+000	-9.834406e-001
3.272105185176003e-004	2.548643e+000	-9.866686e-001
3.273580302453343e-004	2.553398e+000	-9.898843e-001
3.275055419730683e-004	2.558252e+000	-9.930878e-001
3.276530537008023e-004	2.563206e+000	-9.962790e-001
3.278005654285363e-004	2.568258e+000	-9.994580e-001
3.279480771562703e-004	2.573409e+000	-1.002625e+000
3.280955888840043e-004	2.578660e+000	-1.005779e+000
3.283885599966445e-004	2.591510e+000	-1.012001e+000
3.286815311092846e-004	2.604173e+000	-1.018173e+000
3.289745022219248e-004	2.616649e+000	-1.024296e+000
3.292674733345649e-004	2.628938e+000	-1.030370e+000
3.295604444472051e-004	2.641039e+000	-1.036394e+000
3.298534155598452e-004	2.652953e+000	-1.042370e+000
3.301463866724854e-004	2.664680e+000	-1.048295e+000
3.302935056343228e-004	2.668282e+000	-1.051250e+000
3.304406245961602e-004	2.672399e+000	-1.054193e+000
3.305877435579976e-004	2.677032e+000	-1.057123e+000
3.307348625198350e-004	2.682178e+000	-1.060041e+000
3.308819814816725e-004	2.687840e+000	-1.062947e+000
3.310291004435098e-004	2.694017e+000	-1.065841e+000
3.311762194053473e-004	2.700709e+000	-1.068723e+000
3.314562030152339e-004	2.715693e+000	-1.074170e+000
3.317361866251204e-004	2.729925e+000	-1.079572e+000
3.320161702350070e-004	2.743406e+000	-1.084930e+000
3.322961538448935e-004	2.756135e+000	-1.090243e+000
3.325761374547801e-004	2.768113e+000	-1.095512e+000
3.328561210646667e-004	2.779339e+000	-1.100737e+000
3.331361046745533e-004	2.789814e+000	-1.105917e+000
3.331361056745532e-004	2.789814e+000	-1.105917e+000
3.331361076745532e-004	2.789814e+000	-1.105917e+000
3.331361116745532e-004	2.789814e+000	-1.105917e+000
3.331361146745532e-004	2.789814e+000	-1.105917e+000
3.331361149158704e-004	2.789814e+000	-1.105917e+000
3.331361153985045e-004	2.789814e+000	-1.105917e+000
3.331361163637727e-004	2.789814e+000	-1.105917e+000
3.331361182943092e-004	2.789814e+000	-1.105917e+000
3.331361221553821e-004	2.789814e+000	-1.105917e+000
3.331361298775282e-004	2.789814e+000	-1.105918e+000
3.331361453218201e-004	2.789815e+000	-1.105918e+000
3.331361762104041e-004	2.789816e+000	-1.105918e+000
3.331362060718262e-004	2.789818e+000	-1.105919e+000
3.331362371828464e-004	2.789819e+000	-1.105920e+000
3.331362660837355e-004	2.789820e+000	-1.105920e+000
3.331362971951059e-004	2.789821e+000	-1.105921e+000
3.331363178765122e-004	2.789822e+000	-1.105921e+000
3.331363347051726e-004	2.789823e+000	-1.105921e+000
3.331363482234385e-004	2.789823e+000	-1.105922e+000
3.331363764239070e-004	2.789824e+000	-1.105922e+000
3.331363934778911e-004	2.789825e+000	-1.105922e+000
3.331364275858592e-004	2.789827e+000	-1.105923e+000
3.331364958017956e-004	2.789829e+000	-1.105924e+000
3.331366059806569e-004	2.789834e+000	-1.105926e+000
3.331366228167883e-004	2.789834e+000	-1.105927e+000
3.331366564890514e-004	2.789836e+000	-1.105927e+000
3.331367238335777e-004	2.789839e+000	-1.105929e+000
3.331368407428334e-004	2.789843e+000	-1.105931e+000
3.331370745613448e-004	2.789853e+000	-1.105935e+000
3.331372995832240e-004	2.789862e+000	-1.105939e+000
3.331374716000527e-004	2.789869e+000	-1.105942e+000
3.331375569312941e-004	2.789872e+000	-1.105944e+000
3.331376221329496e-004	2.789875e+000	-1.105945e+000
3.331376845221367e-004	2.789877e+000	-1.105946e+000
3.331377200517884e-004	2.789879e+000	-1.105947e+000
3.331377472164114e-004	2.789880e+000	-1.105947e+000
3.331377775099109e-004	2.789881e+000	-1.105948e+000
3.331378380969101e-004	2.789883e+000	-1.105949e+000
3.331379592709084e-004	2.789888e+000	-1.105951e+000
3.331381745596735e-004	2.789897e+000	-1.105955e+000
3.331385079004177e-004	2.789910e+000	-1.105961e+000
3.331388111566845e-004	2.789922e+000	-1.105967e+000
3.331391533088282e-004	2.789936e+000	-1.105973e+000
3.331395853112182e-004	2.789954e+000	-1.105981e+000
3.331400095592425e-004	2.789971e+000	-1.105989e+000
3.331405769744387e-004	2.789994e+000	-1.105999e+000
3.331412337796321e-004	2.790020e+000	-1.106012e+000
3.331420880496813e-004	2.790055e+000	-1.106027e+000
3.331435377226489e-004	2.790113e+000	-1.106054e+000
3.331464370685841e-004	2.790230e+000	-1.106107e+000
3.331522357604543e-004	2.790463e+000	-1.106214e+000
3.331606196223622e-004	2.790801e+000	-1.106369e+000
3.331666345190447e-004	2.791043e+000	-1.106479e+000
3.331713874195562e-004	2.791234e+000	-1.106567e+000
3.331757779196647e-004	2.791411e+000	-1.106647e+000
3.331804391459466e-004	2.791599e+000	-1.106733e+000
3.331851278844187e-004	2.791788e+000	-1.106820e+000
3.331914812122621e-004	2.792044e+000	-1.106936e+000
3.331996394789569e-004	2.792372e+000	-1.107086e+000
3.332109132109656e-004	2.792826e+000	-1.107294e+000
3.332250329902489e-004	2.793395e+000	-1.107553e+000
3.332403861907309e-004	2.794014e+000	-1.107835e+000
3.332554382537534e-004	2.794620e+000	-1.108112e+000
3.332710984283482e-004	2.795250e+000	-1.108399e+000
3.332886042887880e-004	2.795955e+000	-1.108720e+000
3.332983216124540e-004	2.796347e+000	-1.108898e+000
3.333083405959840e-004	2.796750e+000	-1.109082e+000
3.333199043623041e-004	2.797216e+000	-1.109294e+000
3.333214339146392e-004	2.797278e+000	-1.109322e+000
3.333244930193093e-004	2.797401e+000	-1.109378e+000
3.333272151239937e-004	2.797510e+000	-1.109427e+000
3.333278891239650e-004	2.797538e+000	-1.109440e+000
3.333292371239076e-004	2.797592e+000	-1.109465e+000
3.333306373334488e-004	2.797648e+000	-1.109490e+000
3.333333333333339e-004	2.797757e+000	-1.109540e+000
3.333336029333225e-004	2.797768e+000	-1.109545e+000
3.333341421332995e-004	2.797790e+000	-1.109554e+000
3.333352205332535e-004	2.797833e+000	-1.109574e+000
3.333416909329780e-004	2.798094e+000	-1.109693e+000
3.333503181326104e-004	2.798441e+000	-1.109851e+000
3.333637504138098e-004	2.798982e+000	-1.110096e+000
3.333790473113571e-004	2.799598e+000	-1.110376e+000
3.333943676184737e-004	2.800215e+000	-1.110656e+000
3.334104372755469e-004	2.800862e+000	-1.110950e+000
3.334288480125929e-004	2.801604e+000	-1.111286e+000
3.334428436531705e-004	2.802167e+000	-1.111541e+000
3.334551427765463e-004	2.802663e+000	-1.111766e+000
3.334688285989427e-004	2.803214e+000	-1.112015e+000
3.334842988392801e-004	2.803837e+000	-1.112298e+000
3.335000634746952e-004	2.804472e+000	-1.112585e+000
3.335177709995047e-004	2.805185e+000	-1.112907e+000
3.335374771021968e-004	2.805979e+000	-1.113266e+000
3.335588862498763e-004	2.806841e+000	-1.113655e+000
3.335795085810901e-004	2.807672e+000	-1.114030e+000
3.336028437866106e-004	2.808611e+000	-1.114454e+000
3.336296457345351e-004	2.809691e+000	-1.114941e+000
3.336671513285607e-004	2.811201e+000	-1.115621e+000
3.337130094780635e-004	2.813048e+000	-1.116451e+000
3.337577810136733e-004	2.814851e+000	-1.117261e+000
3.337967454395577e-004	2.816421e+000	-1.117965e+000
3.338327658444315e-004	2.817871e+000	-1.118615e+000
3.338713115703502e-004	2.819424e+000	-1.119310e+000
3.339081803445227e-004	2.820909e+000	-1.119973e+000
3.339429655679351e-004	2.822310e+000	-1.120599e+000
3.339728950739150e-004	2.823515e+000	-1.121136e+000
3.339999999999999e-004	2.824607e+000	-1.121623e+000
3.340033354695697e-004	2.824772e+000	-1.121683e+000
3.340100064087093e-004	2.825103e+000	-1.121802e+000
3.340233482869886e-004	2.825766e+000	-1.122042e+000
3.340460659923496e-004	2.826893e+000	-1.122449e+000
3.340759630456832e-004	2.828377e+000	-1.122984e+000
3.341112739601926e-004	2.830130e+000	-1.123616e+000
3.341655687228626e-004	2.832824e+000	-1.124585e+000
3.342153526998547e-004	2.835295e+000	-1.125473e+000
3.342816225233043e-004	2.838584e+000	-1.126653e+000
3.343477056979413e-004	2.841864e+000	-1.127826e+000
3.344388234981829e-004	2.846387e+000	-1.129441e+000
3.345378398337197e-004	2.851301e+000	-1.131190e+000
3.347607261170481e-004	2.861988e+000	-1.135109e+000
3.349836124003766e-004	2.871783e+000	-1.139001e+000
3.352064986837050e-004	2.880686e+000	-1.142866e+000
3.354293849670335e-004	2.888696e+000	-1.146704e+000
3.356522712503619e-004	2.895813e+000	-1.150516e+000
3.358751575336903e-004	2.902039e+000	-1.154300e+000
3.360980438170188e-004	2.907372e+000	-1.158058e+000
3.363697518431590e-004	2.917874e+000	-1.162600e+000
3.366414598692991e-004	2.928343e+000	-1.167106e+000
3.369131678954393e-004	2.938780e+000	-1.171573e+000
3.371848759215794e-004	2.949185e+000	-1.176003e+000
3.374565839477196e-004	2.959558e+000	-1.180395e+000
3.377282919738598e-004	2.969899e+000	-1.184750e+000
3.380000000000000e-004	2.980208e+000	-1.189067e+000
3.390048417985763e-004	3.017801e+000	-1.204706e+000
3.400159524194670e-004	3.063967e+000	-1.219944e+000
3.409999999999999e-004	3.090652e+000	-1.234311e+000
3.420000000000001e-004	3.126188e+000	-1.248457e+000
3.431207877808761e-004	3.164319e+000	-1.263793e+000
3.440219282440826e-004	3.187915e+000	-1.275743e+000
3.450143172586170e-004	3.229647e+000	-1.288527e+000
3.460153846153843e-004	3.262769e+000	-1.301045e+000
3.461538461538433e-004	3.267248e+000	-1.302748e+000
3.461538471538433e-004	3.267248e+000	-1.302748e+000
3.461538491538433e-004	3.267248e+000	-1.302748e+000
3.461538531538432e-004	3.267248e+000	-1.302748e+000
3.461538561538432e-004	3.267248e+000	-1.302748e+000
3.461538563225158e-004	3.267248e+000	-1.302748e+000
3.461538566598612e-004	3.267248e+000	-1.302748e+000
3.461538573345520e-004	3.267248e+000	-1.302748e+000
3.461538586839333e-004	3.267248e+000	-1.302748e+000
3.461538613826962e-004	3.267248e+000	-1.302748e+000
3.461538667802217e-004	3.267248e+000	-1.302748e+000
3.461538775752730e-004	3.267249e+000	-1.302748e+000
3.461538923835233e-004	3.267249e+000	-1.302748e+000
3.461539069823333e-004	3.267250e+000	-1.302749e+000
3.461539239171328e-004	3.267250e+000	-1.302749e+000
3.461539455077813e-004	3.267251e+000	-1.302749e+000
3.461539598620335e-004	3.267251e+000	-1.302749e+000
3.461539702453683e-004	3.267251e+000	-1.302749e+000
3.461539806076659e-004	3.267252e+000	-1.302750e+000
3.461539919422034e-004	3.267252e+000	-1.302750e+000
3.461540083214280e-004	3.267253e+000	-1.302750e+000
3.461540410798771e-004	3.267254e+000	-1.302750e+000
3.461540555202423e-004	3.267254e+000	-1.302750e+000
3.461540687502152e-004	3.267255e+000	-1.302751e+000
3.461540795013588e-004	3.267255e+000	-1.302751e+000
3.461540918057332e-004	3.267256e+000	-1.302751e+000
3.461541039461013e-004	3.267256e+000	-1.302751e+000
3.461541159457589e-004	3.267256e+000	-1.302751e+000
3.461541298308975e-004	3.267257e+000	-1.302751e+000
3.461541523147810e-004	3.267257e+000	-1.302752e+000
3.461541770573094e-004	3.267258e+000	-1.302752e+000
3.461542075461324e-004	3.267259e+000	-1.302752e+000
3.461542470305072e-004	3.267261e+000	-1.302753e+000
3.461542873819847e-004	3.267262e+000	-1.302753e+000
3.461543406810346e-004	3.267264e+000	-1.302754e+000
3.461544051785394e-004	3.267266e+000	-1.302755e+000
3.461544962033189e-004	3.267269e+000	-1.302756e+000
3.461546164799580e-004	3.267272e+000	-1.302757e+000
3.461547733367154e-004	3.267277e+000	-1.302759e+000
3.461549176080525e-004	3.267282e+000	-1.302761e+000
3.461550810277500e-004	3.267287e+000	-1.302763e+000
3.461552550954794e-004	3.267293e+000	-1.302765e+000
3.461555367830053e-004	3.267302e+000	-1.302769e+000
3.461558469209916e-004	3.267312e+000	-1.302772e+000
3.461562436684244e-004	3.267325e+000	-1.302777e+000
3.461566621658532e-004	3.267339e+000	-1.302782e+000
3.461571928362261e-004	3.267356e+000	-1.302789e+000
3.461577973219599e-004	3.267375e+000	-1.302796e+000
3.461586250801346e-004	3.267402e+000	-1.302806e+000
3.461596432258866e-004	3.267435e+000	-1.302819e+000
3.461610114685889e-004	3.267479e+000	-1.302836e+000
3.461625404169897e-004	3.267529e+000	-1.302855e+000
3.461646641268628e-004	3.267597e+000	-1.302881e+000
3.461674189999403e-004	3.267687e+000	-1.302914e+000
3.461716355501706e-004	3.267823e+000	-1.302966e+000
3.461775226301458e-004	3.268013e+000	-1.303038e+000
3.461861529877280e-004	3.268292e+000	-1.303144e+000
3.461989070622608e-004	3.268705e+000	-1.303300e+000
3.462127139833670e-004	3.269151e+000	-1.303470e+000
3.462272119265583e-004	3.269620e+000	-1.303647e+000
3.462419385370304e-004	3.270097e+000	-1.303828e+000
3.462568484893251e-004	3.270579e+000	-1.304010e+000
3.462718348500467e-004	3.271064e+000	-1.304193e+000
3.462834262382070e-004	3.271438e+000	-1.304335e+000
3.462911369012812e-004	3.271688e+000	-1.304429e+000
3.462991016364406e-004	3.271945e+000	-1.304527e+000
3.463065347220956e-004	3.272186e+000	-1.304617e+000
3.463154592319767e-004	3.272474e+000	-1.304726e+000
3.463237527801713e-004	3.272743e+000	-1.304828e+000
3.463321068631628e-004	3.273013e+000	-1.304930e+000
3.463399016954713e-004	3.273265e+000	-1.305025e+000
3.463471395508163e-004	3.273499e+000	-1.305113e+000
3.463544031916922e-004	3.273734e+000	-1.305202e+000
3.463634769289839e-004	3.274027e+000	-1.305313e+000
3.463766507723414e-004	3.274453e+000	-1.305473e+000
3.463900651594738e-004	3.274887e+000	-1.305637e+000
3.464043560570656e-004	3.275349e+000	-1.305811e+000
3.464180407004754e-004	3.275792e+000	-1.305978e+000
3.464326437404371e-004	3.276264e+000	-1.306155e+000
3.464476558101115e-004	3.276750e+000	-1.306338e+000
3.464571451789183e-004	3.277057e+000	-1.306454e+000
3.464679879835826e-004	3.277407e+000	-1.306585e+000
3.464787136589322e-004	3.277754e+000	-1.306716e+000
3.464912823966759e-004	3.278161e+000	-1.306869e+000
3.465035007764951e-004	3.278556e+000	-1.307017e+000
3.465176103521286e-004	3.279012e+000	-1.307188e+000
3.465474227363720e-004	3.279976e+000	-1.307550e+000
3.465638236826373e-004	3.280507e+000	-1.307749e+000
3.465837703314687e-004	3.281152e+000	-1.307991e+000
3.465986488987887e-004	3.281633e+000	-1.308171e+000
3.466101982679726e-004	3.282007e+000	-1.308311e+000
3.466231699617178e-004	3.282426e+000	-1.308468e+000
3.466537568869515e-004	3.283415e+000	-1.308838e+000
3.467120541054932e-004	3.285301e+000	-1.309543e+000
3.467874689631850e-004	3.287740e+000	-1.310453e+000
3.469287924057036e-004	3.292310e+000	-1.312152e+000
3.469999999999999e-004	3.294613e+000	-1.313006e+000
3.470099740680863e-004	3.294930e+000	-1.313125e+000
3.470299222042589e-004	3.295565e+000	-1.313364e+000
3.473850973738170e-004	3.305792e+000	-1.317591e+000
3.477402725433750e-004	3.316126e+000	-1.321778e+000
3.480954477129331e-004	3.326568e+000	-1.325926e+000
3.484506228824911e-004	3.337116e+000	-1.330035e+000
3.488057980520492e-004	3.347771e+000	-1.334105e+000
3.491609732216072e-004	3.358534e+000	-1.338135e+000
3.495161483911653e-004	3.369403e+000	-1.342126e+000
